sample_id,tier,sample_weight,old_item_id,old_guideline,old_section,old_marker_path,old_text,method_similarity,method_predicted_item_id,method_predicted_text,annotator_correspondence,annotator_relation,annotator_notes
S014,T1_id_exact,1.0,pre-eclampsia and eclampsia/miscellaneous/1.o,Pre-eclampsia and Eclampsia,miscellaneous,1.o,All males > 40 years old,1.0,pre-eclampsia and eclampsia/miscellaneous/1.o,All males > 40 years old,,,
S015,T1_id_exact,1.0,pre-eclampsia and eclampsia/miscellaneous/1.o#2,Pre-eclampsia and Eclampsia,miscellaneous,1.o,All females > 50 years old Nausea and vomiting,1.0,pre-eclampsia and eclampsia/miscellaneous/1.o#2,All females > 50 years old Nausea and vomiting,,,
S016,T1_id_exact,1.0,pre-eclampsia and eclampsia/miscellaneous/1.o#3,Pre-eclampsia and Eclampsia,miscellaneous,1.o,All males > 40 years old,1.0,pre-eclampsia and eclampsia/miscellaneous/1.o#3,All males > 40 years old,,,
S017,T1_id_exact,1.0,pre-eclampsia and eclampsia/miscellaneous/1.o#4,Pre-eclampsia and Eclampsia,miscellaneous,1.o,"All females > 50 years old Shortness of breath – all new onset All diabetics and smokers whose symptoms may be cardiac related Known heart disease (including CHF, post-surgery, previous MI) Weakness – new onset Syncope Unresponsive Patients with sympathomimetically active drug use (cocaine, crack, methamphetamine, etc.)",1.0,pre-eclampsia and eclampsia/miscellaneous/1.o#4,"All females > 50 years old Shortness of breath – all new onset All diabetics and smokers whose symptoms may be cardiac related Known heart disease (including CHF, post-surgery, previous MI) Weakness – new onset Syncope Unresponsive Patients with sympathomimetically active drug use (cocaine, crack, methamphetamine, etc.)",,,
S018,T1_id_exact,1.0,pre-eclampsia and eclampsia/treatment and interventions/11.o,Pre-eclampsia and Eclampsia,treatment and interventions,11.o,Consider use of padded pediatric motion restricting board,1.0,pre-eclampsia and eclampsia/treatment and interventions/11.o,Consider use of padded pediatric motion restricting board,,,
S019,T1_id_exact,1.0,pre-eclampsia and eclampsia/treatment and interventions/11.o#2,Pre-eclampsia and Eclampsia,treatment and interventions,11.o,Avoid methods that provoke increased spinal movement,1.0,pre-eclampsia and eclampsia/treatment and interventions/11.o#2,Avoid methods that provoke increased spinal movement,,,
S020,T2_id_text_changed,1.0,pre-eclampsia and eclampsia/treatment and interventions/11.o#3,Pre-eclampsia and Eclampsia,treatment and interventions,11.o,"If choosing to apply SMR to patient in car seat, ensure that proper assessment of patient posterior is performed Combative patients: Avoid methods that provoke increased spinal movement and/or combativeness. Pediatric Patients and Car Seats Infants restrained in a rear-facing car seat and children restrained in a car seat (with a high back – convertible or booster) may receive SMR and be extricated in the car seat, the child may remain in the seat if the SMR is secure and his/her condition allows (no signs of respiratory distress or shock). Children restrained in booster seat (without a back) need to be extricated and receive standard SMR procedures. Helmet Removal Safe and proper removal of the helmet should be done following the steps outlined in an approved trauma curriculum. Indications for football helmet removal: When a patient is wearing a helmet and not shoulder pads In the presence of head and/or facial trauma, and removal of the face piece is not sufficient Patients requiring advanced airway management when removal of the facemask is not sufficient When the helmet is loose on the patient’s head BLS/ALS State of Tennessee Protocol Guidelines 2022-23 In the presence of cardiopulmonary arrest (the shoulder pads must also be removed) When helmet and shoulder pads are both on the spine is kept in neutral alignment. If the patient is wearing only a helmet or shoulder pads, neutral alignment must be maintained. Either remove the other piece of equipment or pad under the missing piece. All other helmets must be removed in order to maintain spinal alignment. BLS/ALS State of Tennessee Protocol Guidelines 2022-23",1.0,pre-eclampsia and eclampsia/treatment and interventions/11.o#3,"If choosing to apply SMR to patient in car seat, ensure that proper assessment of patient posterior is performed Combative patients: Avoid methods that provoke increased spinal movement and/or combativeness. Pediatric Patients and Car Seats Infants restrained in a rear-facing car seat and children restrained in a car seat (with a high back – convertible or booster) may receive SMR and be extricated in the car seat, the child may remain in the seat if the SMR is secure and his/her condition allows (no signs of respiratory distress or shock). Children restrained in booster seat (without a back) need to be extricated and receive standard SMR procedures. Helmet Removal Safe and proper removal of the helmet should be done following the steps outlined in an approved trauma curriculum. Indications for football helmet removal: When a patient is wearing a helmet and not shoulder pads In the presence of head and/or facial trauma, and removal of the face piece is not sufficient Patients requiring advanced airway management when removal of the facemask is not sufficient When the helmet is loose on the patient’s head BLS/ALS State of Tennessee Protocol Guidelines 2024-2025 In the presence of cardiopulmonary arrest (the shoulder pads must also be removed) When helmet and shoulder pads are both on the spine is kept in neutral alignment. If the patient is wearing only a helmet or shoulder pads, neutral alignment must be maintained. Either remove the other piece of equipment or pad under the missing piece. All other helmets must be removed in order to maintain spinal alignment. BLS/ALS State of Tennessee Protocol Guidelines 2024-2025",,,
S021,T1_id_exact,1.0,delirium with hyperagitation/contraindications/o,Delirium with HyperAgitation,contraindications,o,"If the device has been accidentally closed, push the side buttons inward with one hand and pull the device open using the device arms. Locate wound edges. Align the device parallel to the length of the wound edge. Position the needles approx. 1-2 cm from the wound edge on either side. For very large wounds the device can be applied to one side, then pulled to the other side, or the tissue can be approximated by hand and the device applied. Press the arms of the device together to close the device. The device’s safety seal will break with pressure. Ensure the entire wound is sealed and bleeding stops, using a gauze pad to wipe the area to verify no leaking of blood from the wound. More than one device may be required for large wounds. If bleeding continues:",1.0,delirium with hyperagitation/contraindications/o,"If the device has been accidentally closed, push the side buttons inward with one hand and pull the device open using the device arms. Locate wound edges. Align the device parallel to the length of the wound edge. Position the needles approx. 1-2 cm from the wound edge on either side. For very large wounds the device can be applied to one side, then pulled to the other side, or the tissue can be approximated by hand and the device applied. Press the arms of the device together to close the device. The device’s safety seal will break with pressure. Ensure the entire wound is sealed and bleeding stops, using a gauze pad to wipe the area to verify no leaking of blood from the wound. More than one device may be required for large wounds. If bleeding continues:",,,
S022,T1_id_exact,1.0,delirium with hyperagitation/contraindications/o#2,Delirium with HyperAgitation,contraindications,o,"Ensure the device is in the correct position, close the device more firmly by applying further pressure to the arms of the device.",1.0,delirium with hyperagitation/contraindications/o#2,"Ensure the device is in the correct position, close the device more firmly by applying further pressure to the arms of the device.",,,
S023,T1_id_exact,1.0,delirium with hyperagitation/contraindications/o#3,Delirium with HyperAgitation,contraindications,o,"If wound is too large, apply additional devices to the open section.",1.0,delirium with hyperagitation/contraindications/o#3,"If wound is too large, apply additional devices to the open section.",,,
S024,T1_id_exact,1.0,delirium with hyperagitation/contraindications/o#4,Delirium with HyperAgitation,contraindications,o,"If device is applied incorrectly or not positioned properly, remove the device according to the instructions and reapply. Consider Pain Management protocol",1.0,delirium with hyperagitation/contraindications/o#4,"If device is applied incorrectly or not positioned properly, remove the device according to the instructions and reapply. Consider Pain Management protocol",,,
S025,T1_id_exact,1.0,delirium with hyperagitation/indications/o,Delirium with HyperAgitation,indications,o,Presence of indwelling port,1.0,delirium with hyperagitation/indications/o,Presence of indwelling port,,,
S026,T1_id_exact,1.0,delirium with hyperagitation/indications/o#2,Delirium with HyperAgitation,indications,o,Altered mental status (GCS of 8 or less),1.0,delirium with hyperagitation/indications/o#2,Altered mental status (GCS of 8 or less),,,
S027,T1_id_exact,1.0,delirium with hyperagitation/indications/o#3,Delirium with HyperAgitation,indications,o,"Respiratory compromise (SaO2 of 80% or less following appropriate oxygen therapy, and/or respiratory rate < 10 or > 40 /min.) Hemodynamically unstable",1.0,delirium with hyperagitation/indications/o#3,"Respiratory compromise (SaO2 of 80% or less following appropriate oxygen therapy, and/or respiratory rate < 10 or > 40 /min.) Hemodynamically unstable",,,
S028,T1_id_exact,1.0,delirium with hyperagitation/notes/o,Delirium with HyperAgitation,notes,o,Consider rotating the foot to the mid-line position (foot straight up and down),1.0,delirium with hyperagitation/notes/o,Consider rotating the foot to the mid-line position (foot straight up and down),,,
S029,T1_id_exact,1.0,delirium with hyperagitation/notes/o#2,Delirium with HyperAgitation,notes,o,"With the knee slightly flexed, lift the foot off of the surface allowing the lower leg to “hang” dependent",1.0,delirium with hyperagitation/notes/o#2,"With the knee slightly flexed, lift the foot off of the surface allowing the lower leg to “hang” dependent",,,
S030,T1_id_exact,1.0,delirium with hyperagitation/notes/o#3,Delirium with HyperAgitation,notes,o,This maneuver may improve your ability to visualize and access the tibial insertion site,1.0,delirium with hyperagitation/notes/o#3,This maneuver may improve your ability to visualize and access the tibial insertion site,,,
S031,T2_id_text_changed,1.0,delirium with hyperagitation/notes/o#4,Delirium with HyperAgitation,notes,o,Please use the Bariatric Needle Set in these patients Landmarks: Humeral Head Place the patient in a supine position. Expose the shoulder and place the patient’s arm against the patient’s body. Rest the elbow on the stretcher with the forearm on the abdomen. Palpate and identify the mid shaft humerus and continue palpating toward the humeral head. As you near the shoulder you will note a small protrusion. This is the base of the greater tubercle insertion site. With the opposite hand “pinch” the anterior and inferior aspects of the humeral head confirming the identification of the greater tubercle. This will ensure you have identified the midline of the humerus itself. The insertion site is approximately two finger widths inferior to the coracoid process and the acromion. Landmarks: Medial Malleolus The insertion site is two finger widths proximal to the Medial Malleolus and positioned midline on the medial shaft. BLS/ALS State of Tennessee Protocol Guidelines 2022-23,1.0,delirium with hyperagitation/notes/o#4,Please use the Bariatric Needle Set in these patients Landmarks: Humeral Head Place the patient in a supine position. Expose the shoulder and place the patient’s arm against the patient’s body. Rest the elbow on the stretcher with the forearm on the abdomen. Palpate and identify the mid shaft humerus and continue palpating toward the humeral head. As you near the shoulder you will note a small protrusion. This is the base of the greater tubercle insertion site. With the opposite hand “pinch” the anterior and inferior aspects of the humeral head confirming the identification of the greater tubercle. This will ensure you have identified the midline of the humerus itself. The insertion site is approximately two finger widths inferior to the coracoid process and the acromion. Landmarks: Medial Malleolus The insertion site is two finger widths proximal to the Medial Malleolus and positioned midline on the medial shaft. BLS/ALS State of Tennessee Protocol Guidelines 2024-2025,,,
S032,T1_id_exact,1.0,post-intubation sedation/paramedic/-,Post-Intubation Sedation,paramedic,-,1 point Size Greater than 20 kg 10 – 20 kg Less than 10 kg Airway,1.0,post-intubation sedation/paramedic/-,1 point Size Greater than 20 kg 10 – 20 kg Less than 10 kg Airway,,,
S033,T1_id_exact,53.0667,trauma - penetrating/aemt stop here/9,Trauma - Penetrating,aemt stop here,9,Contact Medical Control for pain management authorization.,1.0,trauma - penetrating/aemt stop here/9,Contact Medical Control for pain management authorization.,,,
S034,T1_id_exact,53.0667,post resuscitation/emt stop here/13,Post Resuscitation,emt stop here,13,Ensure Head of Bed elevated 30°.,1.0,post resuscitation/emt stop here/13,Ensure Head of Bed elevated 30°.,,,
S035,T1_id_exact,53.0667,delirium with hyperagitation/procedure/7#5,Delirium with HyperAgitation,procedure,7,Withdraw the Bougie only to a depth sufficient to allow loading of the ET tube while maintaining proximal control of the Bougie.,1.0,delirium with hyperagitation/procedure/7#5,Withdraw the Bougie only to a depth sufficient to allow loading of the ET tube while maintaining proximal control of the Bougie.,,,
S036,T1_id_exact,53.0667,neonatal resuscitation/treatment pathway/6,Neonatal Resuscitation,treatment pathway,6,Pulse oximetry.,1.0,neonatal resuscitation/treatment pathway/6,Pulse oximetry.,,,
S037,T1_id_exact,53.0667,non-formulary medications/treatment pathway/6,Non-Formulary Medications,treatment pathway,6,If the medication(s) is not administered the documentation must include those reasons for withholding.,1.0,non-formulary medications/treatment pathway/6,If the medication(s) is not administered the documentation must include those reasons for withholding.,,,
S038,T1_id_exact,53.0667,medications at schools/treatment pathway/3.c.v,Medications at Schools,treatment pathway,3.c.v,Name of the medication(s),1.0,medications at schools/treatment pathway/3.c.v,Name of the medication(s),,,
S039,T1_id_exact,53.0667,delirium with hyperagitation/procedure/6#2,Delirium with HyperAgitation,procedure,6,Document that blood was delivered and obtain replacement blood draw kit from vending machine prior to return to service.,1.0,delirium with hyperagitation/procedure/6#2,Document that blood was delivered and obtain replacement blood draw kit from vending machine prior to return to service.,,,
S040,T1_id_exact,53.0667,delirium with hyperagitation/paramedic only/3#4,Delirium with HyperAgitation,paramedic only,3,"Cyanotic, cold (Arsenic)",1.0,delirium with hyperagitation/paramedic only/3#4,"Cyanotic, cold (Arsenic)",,,
S041,T1_id_exact,53.0667,delirium with hyperagitation/procedure/2#11,Delirium with HyperAgitation,procedure,2,Using ResQPOD on an Endotracheal Tube or I-Gel:,1.0,delirium with hyperagitation/procedure/2#11,Using ResQPOD on an Endotracheal Tube or I-Gel:,,,
S042,T1_id_exact,53.0667,neurogenic shock/treatment pathway/1,Neurogenic Shock,treatment pathway,1,Draw up 9 ml of normal saline into 10 ml syringe,1.0,neurogenic shock/treatment pathway/1,Draw up 9 ml of normal saline into 10 ml syringe,,,
S043,T1_id_exact,53.0667,delirium with hyperagitation/procedure/12#3,Delirium with HyperAgitation,procedure,12,Consider ketamine if sedation is necessary during high quality CPR. NOTE: Placement and initiation of the device cannot exceed 20 seconds. Longer pauses result in a significant decrease in likelihood of a successful resuscitation. NOTE: The LUCAS device may be used in cases of Traumatic Cardiac arrest. EMT AEMT,1.0,delirium with hyperagitation/procedure/12#3,Consider ketamine if sedation is necessary during high quality CPR. NOTE: Placement and initiation of the device cannot exceed 20 seconds. Longer pauses result in a significant decrease in likelihood of a successful resuscitation. NOTE: The LUCAS device may be used in cases of Traumatic Cardiac arrest. EMT AEMT,,,
S044,T1_id_exact,53.0667,delirium with hyperagitation/procedure/2#6,Delirium with HyperAgitation,procedure,2,"Select proper ET tube without stylet, test cuff and prepare suction.",1.0,delirium with hyperagitation/procedure/2#6,"Select proper ET tube without stylet, test cuff and prepare suction.",,,
S045,T1_id_exact,53.0667,delirium with hyperagitation/treatment-standing order/2#4,Delirium with HyperAgitation,treatment-standing order,2,IV N.S.,1.0,delirium with hyperagitation/treatment-standing order/2#4,IV N.S.,,,
S046,T1_id_exact,53.0667,vascular access/reference/4#12,Vascular Access,reference,4,"Nausea, vomiting",1.0,vascular access/reference/4#12,"Nausea, vomiting",,,
S047,T1_id_exact,53.0667,vascular access/reference/4#27,Vascular Access,reference,4,"Description of damage, estimated speed, airbag deployment as applicable",1.0,vascular access/reference/4#27,"Description of damage, estimated speed, airbag deployment as applicable",,,
S048,T1_id_exact,53.0667,obstetrical / gynecological complaints non-delivery or gynecological only/treatment pathway/7,Obstetrical / Gynecological Complaints (Non-Delivery or Gynecological Only),treatment pathway,7,EKG monitor PRN.,1.0,obstetrical / gynecological complaints non-delivery or gynecological only/treatment pathway/7,EKG monitor PRN.,,,
S049,T1_id_exact,53.0667,delirium with hyperagitation/procedure/1.a.ii,Delirium with HyperAgitation,procedure,1.a.ii,"If no, proceed with intubation, i-Gel Airway is acceptable",1.0,delirium with hyperagitation/procedure/1.a.ii,"If no, proceed with intubation, i-Gel Airway is acceptable",,,
S050,T1_id_exact,53.0667,post-intubation sedation/paramedic only/8,Post-Intubation Sedation,paramedic only,8,Remember that with children the intraosseous drug route is quick to establish and may be easier than gaining IV access.,1.0,post-intubation sedation/paramedic only/8,Remember that with children the intraosseous drug route is quick to establish and may be easier than gaining IV access.,,,
S051,T1_id_exact,53.0667,seizures/treatment pathway/12,Seizures,treatment pathway,12,"If narcotic overdose, Naloxone (Narcan) 0.4 mg IV/IO/IM/IN titrated to adequate ventilation (peds 0.1 mg/kg, titrated to adequate ventilation). If utilizing pre-filled delivery systems, dose per manufacturer’s instructions. May repeat dose. Synthetic opiates may require larger Naloxone doses. Physically manage the airway if no response after 8 mg Naloxone.",1.0,seizures/treatment pathway/12,"If narcotic overdose, Naloxone (Narcan) 0.4 mg IV/IO/IM/IN titrated to adequate ventilation (peds 0.1 mg/kg, titrated to adequate ventilation). If utilizing pre-filled delivery systems, dose per manufacturer’s instructions. May repeat dose. Synthetic opiates may require larger Naloxone doses. Physically manage the airway if no response after 8 mg Naloxone.",,,
S052,T1_id_exact,53.0667,delirium with hyperagitation/treatment-standing order/1#8,Delirium with HyperAgitation,treatment-standing order,1,100% Oxygen and airway maintenance appropriate for pt. condition.,1.0,delirium with hyperagitation/treatment-standing order/1#8,100% Oxygen and airway maintenance appropriate for pt. condition.,,,
S053,T1_id_exact,53.0667,eye trauma/treatment – standing order/4.c,Eye Trauma,treatment – standing order,4.c,Consider covering unaffected eye,1.0,eye trauma/treatment – standing order/4.c,Consider covering unaffected eye,,,
S054,T1_id_exact,53.0667,unconscious / unresponsive / altered mental status/treatment pathway/1,Unconscious / Unresponsive / Altered Mental Status,treatment pathway,1,Oxygen and airway maintenance appropriate to patient’s condition.,1.0,unconscious / unresponsive / altered mental status/treatment pathway/1,Oxygen and airway maintenance appropriate to patient’s condition.,,,
S055,T1_id_exact,53.0667,delirium with hyperagitation/procedure/2#8,Delirium with HyperAgitation,procedure,2,Perform neuro exam to confirm meets criteria.,1.0,delirium with hyperagitation/procedure/2#8,Perform neuro exam to confirm meets criteria.,,,
S056,T1_id_exact,53.0667,post resuscitation/notes/1#2,Post Resuscitation,notes,1,Draw up 9 ml of normal saline into 10 ml syringe,1.0,post resuscitation/notes/1#2,Draw up 9 ml of normal saline into 10 ml syringe,,,
S057,T1_id_exact,53.0667,preamble/notes/16,<preamble>,notes,16,The following refusal situations should be evaluated by a Paramedic if available:,1.0,preamble/notes/16,The following refusal situations should be evaluated by a Paramedic if available:,,,
S058,T1_id_exact,53.0667,vascular access/reference/3#8,Vascular Access,reference,3,Any obvious injuries or pain,1.0,vascular access/reference/3#8,Any obvious injuries or pain,,,
S059,T1_id_exact,53.0667,avulsed teeth/treatment pathway/2,Avulsed Teeth,treatment pathway,2,C-spine protection as appropriate.,1.0,avulsed teeth/treatment pathway/2,C-spine protection as appropriate.,,,
S060,T1_id_exact,53.0667,neonatal resuscitation/treatment pathway/4.a.iii,Neonatal Resuscitation,treatment pathway,4.a.iii,Wrap and keep infant warm,1.0,neonatal resuscitation/treatment pathway/4.a.iii,Wrap and keep infant warm,,,
S061,T1_id_exact,53.0667,chemical exposure/notes/4.c,Chemical Exposure,notes,4.c,Transport and continue flushing if necessary and possible Liquid substance:,1.0,chemical exposure/notes/4.c,Transport and continue flushing if necessary and possible Liquid substance:,,,
S062,T1_id_exact,53.0667,vascular access/reference/3#10,Vascular Access,reference,3,Entrance / exit wounds if appropriate,1.0,vascular access/reference/3#10,Entrance / exit wounds if appropriate,,,
S063,T2_id_text_changed,14.8333,preamble/notes/3.g,<preamble>,notes,3.g,"Altered level of consciousness Stable (asymptomatic): Indicates that the patient has no or very mild signs and symptoms associated with the current history of illness or trauma. Firefighter/Non-EMT: Personnel trained only in basic first aid and CPR. Responsible for immediately identifying and providing patient care and assist other personnel upon their arrival and ensure continuity of patient care. Emergency Medical Responder (EMR): Personnel licensed by the Tennessee Department of Health, Office of EMS and authorized by the Medical Director to perform lifesaving interventions while awaiting additional EMS response. EMR may also assist higher level personnel at scene and during transport under medical direction and within scope of practice. Emergency Medical Technician (EMT): Personnel licensed by the Tennessee Department of Health, Office of EMS and authorized by the Medical Director to provide basic emergency care according to the standard of care and these Standing Orders and Protocols. Advanced Emergency Medical Technician (AEMT): Personnel licensed by the Tennessee Department of Health, Office of EMS and authorized by the Medical Director to provide limited advanced emergency care according to the standard of care and these Standing Orders and Protocols. Paramedic: Personnel licensed by the Tennessee Department of Health, Office of EMS and authorized by the Medical Director to provide basic and advanced emergency patient care according to the Standard of Care and the EMS BLS and ALS Standing Orders and Protocols. Transfer of Care: Properly maintaining the continuity of care through appropriate verbal and/or written communication of patient care aspects to an equal or higher appropriate medical authority. Higher Medical Authority: Any medical personnel that possesses a current medical license or certificate recognized by the State of Tennessee with a higher level of medical training than the one possessed by Emergency Medical Services Personnel (MD, DO). Medical Control (transport): The instructions and advice provided by a physician, and the orders by a physician that define the treatment of the patient; to access Medical Control, contact the Emergency Department physician on duty of the patient’s first choice of destinations. If the patient does not have a preference, the patient’s condition and/or chief complaint may influence the choice of medical treatment facilities. All EMS Providers are expected to perform their duties in accordance with local, state, and federal guidelines. Medical Director’s Statement I have taken great care to make certain that doses of medications and schedules of treatment are compatible with generally accepted standards at the time of publication. Much effort has gone into the development, production, and proof reading of these Standard Operating Procedures and Protocols. Unfortunately, this process may allow errors to go unnoticed or treatments may change between the creation of these protocols and their ultimate use. Please do not hesitate to contact me if you discover any errors, typos, dosage, or medication errors. I look forward to any questions, concerns, or comments regarding these protocols. I expect all EMS personnel to follow these guidelines, but also to utilize and exercise good judgment to provide the best care for all our patients. Joe Holley, MD FACEP FAEMS EMS Medical Director",1.0,preamble/notes/3.g,"Altered level of consciousness Stable (asymptomatic): Indicates that the patient has no or very mild signs and symptoms associated with the current history of illness or trauma. Firefighter/Non-EMT: Personnel trained only in basic first aid and CPR. Responsible for immediately identifying and providing patient care and assisting other personnel upon their arrival and ensure continuity of patient care. Emergency Medical Responder (EMR): Personnel licensed by the Tennessee Department of Health, Office of EMS and authorized by the Medical Director to perform lifesaving interventions while awaiting additional EMS response. EMR may also assist higher level personnel at scene and during transport under medical direction and within scope of practice. Emergency Medical Technician (EMT): Personnel licensed by the Tennessee Department of Health, Office of EMS and authorized by the Medical Director to provide basic emergency care according to the standard of care and these Standing Orders and Protocols. Advanced Emergency Medical Technician (AEMT): Personnel licensed by the Tennessee Department of Health, Office of EMS and authorized by the Medical Director to provide limited advanced emergency care according to the standard of care and these Standing Orders and Protocols. Paramedic: Personnel licensed by the Tennessee Department of Health, Office of EMS and authorized by the Medical Director to provide basic and advanced emergency patient care according to the Standard of Care and the EMS BLS and ALS Standing Orders and Protocols. Transfer of Care: Properly maintaining the continuity of care through appropriate verbal and/or written communication of patient care aspects to an equal or higher appropriate medical authority. Higher Medical Authority: Any medical personnel that possesses a current medical license or certificate recognized by the State of Tennessee with a higher level of medical training than the one possessed by Emergency Medical Services Personnel (MD, DO). Medical Control (transport): The instructions and advice provided by a physician, and the orders by a physician that define the treatment of the patient; to access Medical Control, contact the Emergency Department physician on duty of the patient’s first choice of destinations. If the patient does not have a preference, the patient’s condition and/or chief complaint may influence the choice of medical treatment facilities. All EMS Providers are expected to perform their duties in accordance with local, state, and federal guidelines. [Type here] Medical Director’s Statement I have taken great care to make certain that doses of medications and schedules of treatment are compatible with generally accepted standards at the time of publication. Much effort has gone into the development, production, and proof reading of these Standard Operating Procedures and Protocols. Unfortunately, this process may allow errors to go unnoticed or treatments may change between the creation of these protocols and their ultimate use. Please do not hesitate to contact me if you discover any errors, typos, dosage, or medication errors. I look forward to any questions, concerns, or comments regarding these protocols. I expect all EMS personnel to follow these guidelines, but also to utilize and exercise good judgment to provide the best care for all our patients. Joe Holley, MD FACEP FAEMS EMS Medical Director BLS/ALS State of Tennessee EMS Protocol Guidelines 2024-2025",,,
S064,T2_id_text_changed,14.8333,ventricular tachycardia with a pulse/treatment pathway/8,Ventricular Tachycardia with a Pulse,treatment pathway,8,If rhythm possibly Torsades de Pointes – Go to Torsades de Pointes protocol.,1.0,ventricular tachycardia with a pulse/treatment pathway/8,"If rhythm is stable, regular, and monomorphic, administer 12 mg Adenosine via rapid IV push.",,,
S065,T2_id_text_changed,14.8333,breech or limb presentation/treatment – standing order/7,Breech or Limb Presentation,treatment – standing order,7,"Position the mother in a supine position with head lowered and pelvis elevated. 8. Monitor, 12 lead EKG and transmission if applicable.",1.0,breech or limb presentation/treatment – standing order/7,Position the mother in a supine position with head lowered and pelvis elevated.,,,
S066,T2_id_text_changed,14.8333,post resuscitation/notes/8,Post Resuscitation,notes,8,Raise Head of Bed 30°.,1.0,post resuscitation/notes/8,"Assess BP – if systolic < 90 mmHg administer 250 ml NS Bolus (peds systolic BP 70 + 2 x age, 20 cc/kg bolus) repeat until BP > 90 mmHg or appropriate for pediatric age.",,,
S067,T2_id_text_changed,14.8333,delirium with hyperagitation/contraindications/2#4,Delirium with HyperAgitation,contraindications,2,"Pain: Insertion of the IO device in conscious patients causes mild to moderate discomfort and is usually no more painful than a large bore IV. However, fluid infusion into the IO space is very painful and the following measures should be taken for conscious patients:",1.0,delirium with hyperagitation/contraindications/2#4,Fracture of the humerus (for humeral head insertion) – consider alternate humerus.,,,
