sample_id,tier,sample_weight,old_item_id,old_guideline,old_section,old_marker_path,old_text,method_similarity,method_predicted_item_id,method_predicted_text,annotator_correspondence,annotator_relation,annotator_notes
S027,T1_id_exact,58.8,radiation / hazmat exposure/treatment pathway/5,Radiation / HazMat Exposure,treatment pathway,5,Treat burn per burn protocol.,1.0,radiation / hazmat exposure/treatment pathway/5,Treat burn per burn protocol.,,,
S028,T1_id_exact,58.8,hypothermia/notes/o.12,Hypothermia,notes,o.12,"If patient in coma, Naloxone (Narcan) 0.4 mg IV/IO/IM/IN titrated to adequate ventilation (peds 0.1 mg/kg slow IVP/IN/IO/IN.  If no response, may repeat q 2-3 min with maximum single dose of 2 mg). If utilizing pre-filled delivery systems, dose per manufacturer’s instructions. May repeat dose.",1.0,hypothermia/notes/o.12,"If patient in coma, Naloxone (Narcan) 0.4 mg IV/IO/IM/IN titrated to adequate ventilation (peds 0.1 mg/kg slow IVP/IN/IO/IN.  If no response, may repeat q 2-3 min with maximum single dose of 2 mg). If utilizing pre-filled delivery systems, dose per manufacturer’s instructions. May repeat dose.",,,
S029,T1_id_exact,58.8,non-formulary medications/treatment pathway/3,Non-Formulary Medications,treatment pathway,3,Necessary medication(s) administration as requested by caregiver(s):,1.0,non-formulary medications/treatment pathway/3,Necessary medication(s) administration as requested by caregiver(s):,,,
S030,T1_id_exact,58.8,eye trauma/treatment – standing order/5,Eye Trauma,treatment – standing order,5,Blunt trauma:,1.0,eye trauma/treatment – standing order/5,Blunt trauma:,,,
S031,T2_id_text_changed,5.8,delirium with hyperagitation/procedure/1.e,Delirium with HyperAgitation,procedure,1.e,Perform ACLS interventions as appropriate.,1.0,delirium with hyperagitation/procedure/1.e,Perform ACLS interventions as appropriate. f. Prepare for endotracheal intubation.,,,
S032,T2_id_text_changed,5.8,unconscious / unresponsive / altered mental status/treatment pathway/5,Unconscious / Unresponsive / Altered Mental Status,treatment pathway,5,Glucose check.,1.0,unconscious / unresponsive / altered mental status/treatment pathway/5,"Glucose check. 6. Monitor, 12 lead EKG and transmission if applicable",,,
S033,T2_id_text_changed,5.8,neonatal resuscitation/treatment pathway/4.b,Neonatal Resuscitation,treatment pathway,4.b,"If no respirations: Stimulate respirations: rub back, snap bottom of feet gently, if no change or respirations become depressed (< 20 bpm)",1.0,neonatal resuscitation/treatment pathway/4.b,"If poor respirations, HR < 100: Dry, stimulate respirations: rub back, snap bottom of feet gently for 30 seconds",,,
S034,T2_id_text_changed,5.8,amniotic sac presentation/treatment pathway/7,Amniotic Sac Presentation,treatment pathway,7,EKG monitor for arrythmias.,1.0,amniotic sac presentation/treatment pathway/7,"IV NS TKO, if hypotensive 20 cc/kg (peds 20 cc/kg).",,,
S035,T2_id_text_changed,5.8,premature ventricular complexes/treatment pathway/4,Premature Ventricular Complexes,treatment pathway,4,Glucose check.,1.0,premature ventricular complexes/treatment pathway/4,"Glucose check. 5. EKG Monitor, 12 lead and transmission if applicable.",,,
S036,T2_id_text_changed,5.8,neonatal resuscitation/treatment pathway/8,Neonatal Resuscitation,treatment pathway,8,"INT or IV NS, if hypotensive bolus 20 cc/kg.",1.0,neonatal resuscitation/treatment pathway/8,"IV NS, if HR < 60bpm, bolus 10 cc/kg over 5 minutes.",,,
S037,T2_id_text_changed,5.8,preamble/notes/16.e,<preamble>,notes,16.e,Drug overdose / intoxicated patients,1.0,preamble/notes/16.e,Drug overdose / intoxicated patients f. Potentially head injured patients,,,
S038,T2_id_text_changed,5.8,venomous snake bite/hypotension/6,Venomous Snake Bite,hypotension,6,Pulse oximetry.,1.0,venomous snake bite/hypotension/6,"Pulse oximetry. 7. Monitor, 12 lead and transmission if applicable",,,
S039,T2_id_text_changed,5.8,sop 108 torsades de pointes/treatment pathway/4,SOP # 108 Torsades de Pointes,treatment pathway,4,Glucose check.,1.0,sop 108 torsades de pointes/treatment pathway/4,"Glucose check. 5. Monitor, 12 lead EKG and transmission if applicable",,,
S040,T2_id_text_changed,5.8,neonatal resuscitation/treatment pathway/4.b.iv,Neonatal Resuscitation,treatment pathway,4.b.iv,Transport immediately,1.0,neonatal resuscitation/treatment pathway/4.b.iv,Establish airway SGA or ETT),,,
S041,T5_moved,3.4,hyperthermia/notes/8,Hyperthermia,notes,8,"If glucose <60, titrate D10 slowly per hypoglycemia guidelines.",1.0,hypothermia/notes/o.11,"If glucose <60, titrate D10 slowly per hypoglycemia guidelines.",,,
S042,T5_moved,3.4,unconscious / unresponsive / altered mental status/treatment pathway/6,Unconscious / Unresponsive / Altered Mental Status,treatment pathway,6,"Monitor, 12 lead EKG and transmission if applicable",1.0,neurogenic shock/treatment pathway/6,"Monitor, 12 lead EKG and transmission if applicable.",,,
S043,T5_moved,3.4,seizures/treatment pathway/10,Seizures,treatment pathway,10,"If glucose <60, titrate D10 slowly per hypoglycemia guidelines.",1.0,unconscious / unresponsive / altered mental status/treatment pathway/8,"If glucose <60, titrate D10 slowly per hypoglycemia guidelines.",,,
S044,T5_moved,3.4,abdominal/gu pain non-traumatic / nausea and vomiting/treatment pathway/6,Abdominal/GU Pain (non-traumatic) / Nausea and Vomiting,treatment pathway,6,"Monitor, 12 lead EKG and transmission if applicable",1.0,acute pulmonary edema / chf/treatment pathway/5,"Monitor, 12 lead EKG and transmission if applicable",,,
S045,T5_moved,3.4,sop 304 cerebrovascular accident cva / stroke/treatment pathway/8,SOP # 304 Cerebrovascular Accident (CVA) / Stroke,treatment pathway,8,"Monitor, 12 lead EKG and transmission if applicable",1.0,cardiogenic shock/treatment pathway/4,"Monitor, 12 Lead EKG and transmission if applicable",,,
S046,T5_moved,3.4,venomous snake bite/hypotension/7,Venomous Snake Bite,hypotension,7,"Monitor, 12 lead and transmission if applicable",1.0,abruptio placenta/treatment pathway/4,"Monitor, 12 lead and transmission if applicable",,,
S047,T5_moved,3.4,sop 304 cerebrovascular accident cva / stroke/treatment pathway/10,SOP # 304 Cerebrovascular Accident (CVA) / Stroke,treatment pathway,10,"If glucose <60, titrate D10 slowly per hypoglycemia guidelines.",1.0,hypertensive crisis/treatment pathway/7,"If glucose <60, titrate D10 slowly per hypoglycemia guidelines.",,,
S048,T5_moved,3.4,breech or limb presentation/treatment pathway/9,Breech or Limb Presentation,treatment pathway,9,"IV NS TKO, if hypotensive 20 cc/kg (peds 20 cc/kg).",1.0,meconium stain/treatment pathway/7,"IV NS TKO, if hypotensive 20 cc/kg (peds 20 cc/kg).",,,
S049,T5_moved,3.4,abdominal / pelvic trauma/hypotension/7,Abdominal / Pelvic Trauma,hypotension,7,"EKG monitor, 12 lead EKG, and transmission if applicable",1.0,tension pneumothorax/hypotension/7,"EKG monitor, 12 lead EKG and transmission if applicable",,,
S050,T5_moved,3.4,prolapsed umbilical cord/treatment pathway/8,Prolapsed Umbilical Cord,treatment pathway,8,"IV NS TKO, if hypotensive 20 cc/kg (peds 20 cc/kg).",1.0,pre-eclampsia and eclampsia/treatment pathway/5,"IV NS TKO, if hypotensive 20 cc/kg (peds 20 cc/kg).",,,
S051,T6_unmatched_old,6.9,tension pneumothorax/hypotension/7,Tension Pneumothorax,hypotension,7,"EKG monitor, 12 lead EKG and transmission if applicable",1.0,NONE,,,,
S052,T6_unmatched_old,6.9,pre-eclampsia and eclampsia/treatment pathway/4,Pre-eclampsia and Eclampsia,treatment pathway,4,"Monitor, 12 lead EKG and transmission if applicable.",1.0,NONE,,,,
S053,T6_unmatched_old,6.9,pre-eclampsia and eclampsia/miscellaneous/3.f,Pre-eclampsia and Eclampsia,miscellaneous,3.f,"Massive trauma such as complete evacuation of the cranial vault, etc.",1.0,NONE,,,,
S054,T6_unmatched_old,6.9,delirium with hyperagitation/paramedic only/•,Delirium with HyperAgitation,paramedic only,•,Most tubes contain an additive or Clot activator that needs to be mixed with the blood sample.,1.0,NONE,,,,
S055,T6_unmatched_old,6.9,vascular access/reference/•#3,Vascular Access,reference,•,Respiratory rate < 10 or > 30 Transport to trauma center may exceed 30 minutes If dictated by local Medical Control or Trauma Control Transport to Level I Trauma Center if:,1.0,NONE,,,,
S056,T6_unmatched_old,6.9,vascular access/reference/•#18,Vascular Access,reference,•,Patient age > 55 years,1.0,NONE,,,,
S057,T6_unmatched_old,6.9,trauma - blunt/treatment pathway/6,Trauma - Blunt,treatment pathway,6,"Monitor, 12 lead EKG and transmission if applicable.",1.0,NONE,,,,
S058,T6_unmatched_old,6.9,respiratory distress asthma/copd/treatment pathway/6,Respiratory Distress (Asthma/COPD),treatment pathway,6,CPAP if no contraindications.,1.0,NONE,,,,
S059,T6_unmatched_old,6.9,neurogenic shock/treatment pathway/6,Neurogenic Shock,treatment pathway,6,"Monitor, 12 lead EKG and transmission if applicable.",1.0,NONE,,,,
S060,T6_unmatched_old,6.9,preamble/notes/3.f,<preamble>,notes,3.f,Signs and symptoms of inadequate perfusion,1.0,NONE,,,,
