sample_id,tier,sample_weight,old_item_id,old_guideline,old_section,old_marker_path,old_text,method_similarity,method_predicted_item_id,method_predicted_text,annotator_correspondence,annotator_relation,annotator_notes
S011,T1_id_exact,39.6667,appendix 3a termination of resuscitation checklist/protocol/•.o#4,Appendix 3A  Termination of Resuscitation Checklist,protocol,•.o,Absence of heart sounds,1.0,appendix 3a termination of resuscitation checklist/protocol/•.o#4,Absence of heart sounds,,,
S012,T1_id_exact,39.6667,12-lead ecg acquisition/protocol/8,12-Lead ECG Acquisition,protocol,8,"If 12 lead ECG indicates a STEMI (e. g. ECG identifies ***Acute MI Suspected*** and/or Paramedic interpretation), transmit ECG and notify the receiving hospital of a “STEMI Alert and transport patient to the most appropriate facility in accordance with local STEMI guidelines/agreements.",1.0,12-lead ecg acquisition/protocol/8,"If 12 lead ECG indicates a STEMI (e. g. ECG identifies ***Acute MI Suspected*** and/or Paramedic interpretation), transmit ECG and notify the receiving hospital of a “STEMI Alert and transport patient to the most appropriate facility in accordance with local STEMI guidelines/agreements.",,,
S013,T1_id_exact,39.6667,tachycardia adult/protocol/o,Tachycardia – Adult,protocol,o,"Midazolam 2.5 mg IV/IO/IN, may repeat once in 5 minutes or; 5 mg IM may repeat once in 10 minutes, OR",1.0,tachycardia adult/protocol/o,"Midazolam 2.5 mg IV/IO/IN, may repeat once in 5 minutes or; 5 mg IM may repeat once in 10 minutes, OR",,,
S014,T1_id_exact,39.6667,new transcutaneous pacing - adult and pediatric/protocol/1,NEW Transcutaneous Pacing - Adult and Pediatric,protocol,1,Explain procedure to patient (if applicable),1.0,new transcutaneous pacing - adult and pediatric/protocol/1,Explain procedure to patient (if applicable),,,
S015,T1_id_exact,39.6667,ventricular assist device vad/protocol/•.o#3,Ventricular Assist Device (VAD),protocol,•.o,Arrhythmias,1.0,ventricular assist device vad/protocol/•.o#3,Arrhythmias,,,
S016,T1_id_exact,39.6667,new central line access/protocol/2#7,NEW Central Line Access,protocol,2,Landmark insertion site and determine correct needle length,1.0,new central line access/protocol/2#7,Landmark insertion site and determine correct needle length,,,
S017,T1_id_exact,39.6667,appendix 3a termination of resuscitation checklist/protocol/•,Appendix 3A  Termination of Resuscitation Checklist,protocol,•,The physical environment becomes unsafe for providers,1.0,appendix 3a termination of resuscitation checklist/protocol/•,The physical environment becomes unsafe for providers,,,
S018,T1_id_exact,39.6667,appendix 4 covid-19 updates/protocol/o.•#17,Appendix 4:   COVID-19 Updates,protocol,o.•,"Dexamethasone 0.6 mg/kg PO/IM/IV (PO preferred), maximum 10 mg OR",1.0,appendix 4 covid-19 updates/protocol/o.•#17,"Dexamethasone 0.6 mg/kg PO/IM/IV (PO preferred), maximum 10 mg OR",,,
S019,T1_id_exact,39.6667,pain management adult/protocol/o#15,Pain Management – Adult,protocol,o,"Considering co-administration of a benzodiazepine with an opioid 2.19A MAY NOT BE altered or modified without prior approval. Ketorolac and ibuprofen are contraindicated in pregnancy, renal insufficiency, peptic ulcer or in any patient with potential for bleeding/likely to need surgery.  Avoid use in suspected fractures or undifferentiated abdominal pain. Acetaminophen is contraindicated in patients with liver failure. Do not exceed total 1 gram in 4 hours. Medications should be administered cautiously to the frail, debilitated, or patients over 65 years of age; administer reduced doses of opioids and/or ketamine to this population. Continuous cardiac and ETCO2 monitoring (if available) should always be utilized in patients receiving opioids or ketamine. Closely monitor for sedation.  Use caution for altered mental status, hypoventilation, hypotension, ETOH intoxication or allergy. Avoid Ketamine for analgesia if known cocaine use due to increased risk of cardiovascular toxicity. If patient condition/circumstances allow, ask patient if he or she has a ""non-opioid directive"".  If so, discuss treatment options.  Unless patient, guardian or health care proxy revokes this directive, do not administer opioids. PEARLS: Opioids are preferred for acute, severely painful conditions and end-of-life palliative care.  Ketamine, IV acetaminophen and ketorolac are alternatives/adjuncts in such cases when opioids are undesirable or ineffective. Consider treating mild to moderate pain (rated 0-5) with non-opioid options if appropriate for patient condition and not contraindicated. The pain score initiates a conversation with the patient to better understand his or her current level of pain. This information should then be used to guide management decisions. Consider alternatives to opioids for chronic pain. Opioids may still be appropriate for chronic pain such as vaso-occlusive/sickle-cell crisis, special care plans, acute exacerbation of chronic pain, etc. Consider lower doses of opioid when co-administered with ketamine, acetaminophen and/or NSAID. Use of oral analgesics should be limited to mild/moderate pain. Regularly reassess the patient’s pain level and vital signs. Opioids are not recommended for first line treatment of headache and should be reserved for severe headaches only. Consider diluting naloxone in syringe or bag of IV fluid to facilitate titration. If available, fentanyl is the preferred analgesic in the pregnant patient.  Titrate cautiously.  Avoid maternal hypoventilation as resultant hypoxia may be harmful to the fetus. Accurately/effectively communicate EMS analgesic administration details to receiving medical staff. For nausea: see Nausea/Vomiting Protocol 2.14.  May administer one dose of anti-emetic prophylactically prior to opioid or ketamine. Opioid Antidote: For hypoventilation from opioid administration by EMS, first attempt tactile stimulation.  Assist ventilations.   Administer the lowest dose of naloxone to maintain oxygenation. If ventilation is effective, start with naloxone 0.04 mg IV/IO or ≤0.5 mg IM/IN. Titrate naloxone doses up to 2.0 mg (max total of 10 mg) as needed. Contact Direct Medical Oversight for direction if:",1.0,pain management adult/protocol/o#15,"Considering co-administration of a benzodiazepine with an opioid 2.19A MAY NOT BE altered or modified without prior approval. Ketorolac and ibuprofen are contraindicated in pregnancy, renal insufficiency, peptic ulcer or in any patient with potential for bleeding/likely to need surgery.  Avoid use in suspected fractures or undifferentiated abdominal pain. Acetaminophen is contraindicated in patients with liver failure. Do not exceed total 1 gram in 4 hours. Medications should be administered cautiously to the frail, debilitated, or patients over 65 years of age; administer reduced doses of opioids and/or ketamine to this population. Continuous cardiac and ETCO2 monitoring (if available) should always be utilized in patients receiving opioids or ketamine. Closely monitor for sedation.  Use caution for altered mental status, hypoventilation, hypotension, ETOH intoxication or allergy. Avoid Ketamine for analgesia if known cocaine use due to increased risk of cardiovascular toxicity. If patient condition/circumstances allow, ask patient if he or she has a ""non-opioid directive"".  If so, discuss treatment options.  Unless patient, guardian or health care proxy revokes this directive, do not administer opioids. PEARLS: Opioids are preferred for acute, severely painful conditions and end-of-life palliative care.  Ketamine, IV acetaminophen and ketorolac are alternatives/adjuncts in such cases when opioids are undesirable or ineffective. Consider treating mild to moderate pain (rated 0-5) with non-opioid options if appropriate for patient condition and not contraindicated. The pain score initiates a conversation with the patient to better understand his or her current level of pain. This information should then be used to guide management decisions. Consider alternatives to opioids for chronic pain. Opioids may still be appropriate for chronic pain such as vaso-occlusive/sickle-cell crisis, special care plans, acute exacerbation of chronic pain, etc. Consider lower doses of opioid when co-administered with ketamine, acetaminophen and/or NSAID. Use of oral analgesics should be limited to mild/moderate pain. Regularly reassess the patient’s pain level and vital signs. Opioids are not recommended for first line treatment of headache and should be reserved for severe headaches only. Consider diluting naloxone in syringe or bag of IV fluid to facilitate titration. If available, fentanyl is the preferred analgesic in the pregnant patient.  Titrate cautiously.  Avoid maternal hypoventilation as resultant hypoxia may be harmful to the fetus. Accurately/effectively communicate EMS analgesic administration details to receiving medical staff. For nausea: see Nausea/Vomiting Protocol 2.14.  May administer one dose of anti-emetic prophylactically prior to opioid or ketamine. Opioid Antidote: For hypoventilation from opioid administration by EMS, first attempt tactile stimulation.  Assist ventilations.   Administer the lowest dose of naloxone to maintain oxygenation. If ventilation is effective, start with naloxone 0.04 mg IV/IO or ≤0.5 mg IM/IN. Titrate naloxone doses up to 2.0 mg (max total of 10 mg) as needed. Contact Direct Medical Oversight for direction if:",,,
S020,T1_id_exact,39.6667,tachycardia adult/protocol/o#5,Tachycardia – Adult,protocol,o,"If vagal maneuvers fail and the rhythm is regular, consider: Irregular tachycardia or regular tachycardia persisting after adenosine, consider: PEARLS: Consider and treat potential underlying causes (e.g. hypoxemia, dehydration, fever). Wide complex tachycardia should be considered Ventricular Tachycardia until proven otherwise. It's preferred but not required to administer same class rate control agent patient is prescribed. Afib with WPW may present as an irregularly irregular rhythm with wide but variable QRS width Signs and symptoms of hemodynamic instability:",1.0,tachycardia adult/protocol/o#5,"If vagal maneuvers fail and the rhythm is regular, consider: Irregular tachycardia or regular tachycardia persisting after adenosine, consider: PEARLS: Consider and treat potential underlying causes (e.g. hypoxemia, dehydration, fever). Wide complex tachycardia should be considered Ventricular Tachycardia until proven otherwise. It's preferred but not required to administer same class rate control agent patient is prescribed. Afib with WPW may present as an irregularly irregular rhythm with wide but variable QRS width Signs and symptoms of hemodynamic instability:",,,
S021,T1_id_exact,39.6667,tachycardia pediatric/protocol/o#7,Tachycardia – Pediatric,protocol,o,Hypotension,1.0,tachycardia pediatric/protocol/o#7,Hypotension,,,
S022,T1_id_exact,39.6667,cardiac arrest pediatric/protocol/•#9,Cardiac Arrest – Pediatric,protocol,•,"Monitor quantitative waveform capnography, throughout resuscitation to assess and monitor airway placement, CPR quality, and to monitor for signs of Return of Spontaneous Circulation (ROSC).",1.0,cardiac arrest pediatric/protocol/•#9,"Monitor quantitative waveform capnography, throughout resuscitation to assess and monitor airway placement, CPR quality, and to monitor for signs of Return of Spontaneous Circulation (ROSC).",,,
S023,T1_id_exact,39.6667,airway management pediatric/protocol/o#5,Airway Management Pediatric,protocol,o,"Administer oxygen for oxygen saturation < 94% or shortness of breath; observe for fatigue, decreased mentation, and respiratory failure.",1.0,airway management pediatric/protocol/o#5,"Administer oxygen for oxygen saturation < 94% or shortness of breath; observe for fatigue, decreased mentation, and respiratory failure.",,,
S024,T1_id_exact,39.6667,tracheostomy care/protocol/o,Tracheostomy Care,protocol,o,Pre-oxygenate when possible for 30-60 seconds.,1.0,tracheostomy care/protocol/o,Pre-oxygenate when possible for 30-60 seconds.,,,
S025,T1_id_exact,39.6667,refusal of care/protocol/3#3,Refusal of Care,protocol,3,Intoxicated patients,1.0,refusal of care/protocol/3#3,Intoxicated patients,,,
S026,T1_id_exact,39.6667,appendix 4 covid-19 updates/protocol/o.•#20,Appendix 4:   COVID-19 Updates,protocol,o.•,Chest pain,1.0,appendix 4 covid-19 updates/protocol/o.•#20,Chest pain,,,
S027,T1_id_exact,39.6667,smoke inhalation adult/protocol/o#2,Smoke Inhalation – Adult,protocol,o,Rock vial for at least 60 seconds (do not shake).,1.0,smoke inhalation adult/protocol/o#2,Rock vial for at least 60 seconds (do not shake).,,,
S028,T1_id_exact,39.6667,routine patient care/protocol/o#8,Routine Patient Care,protocol,o,"If breathing is adequate, administer oxygen as needed to maintain O2 saturation of 94% to 99% (≥90% for COPD patients) Both skin signs and pulse oximetry are important in assessing potential hypoxia.",1.0,routine patient care/protocol/o#8,"If breathing is adequate, administer oxygen as needed to maintain O2 saturation of 94% to 99% (≥90% for COPD patients) Both skin signs and pulse oximetry are important in assessing potential hypoxia.",,,
S029,T1_id_exact,39.6667,12-lead ecg acquisition/protocol/2,12-Lead ECG Acquisition,protocol,2,Properly position the patient (supine or semi-reclined).,1.0,12-lead ecg acquisition/protocol/2,Properly position the patient (supine or semi-reclined).,,,
S030,T1_id_exact,39.6667,tachycardia adult/protocol/o#4,Tachycardia – Adult,protocol,o,"Attempt vagal maneuvers, modified valsalva maneuver preferred  Do NOT perform carotid sinus massage",1.0,tachycardia adult/protocol/o#4,"Attempt vagal maneuvers, modified valsalva maneuver preferred  Do NOT perform carotid sinus massage",,,
S031,T2_id_text_changed,21.8,routine patient care/protocol/o#23,Routine Patient Care,protocol,o,For adult patients with suspected dehydration without shock administer IV fluids as indicated in increments of 250 mL.,1.0,routine patient care/protocol/o#23,"Consider obtaining a blood sample, per receiving hospital’s preference. NOTE: An IV/IO for the purposes of these protocols is a saline lock of protocols is a saline lock or line with normal saline or Lactated Ringers, unless otherwise specified in an individual protocol. Routes of medication administration when written as “IV” can also include “IO”.  All IV/IO medications administered as an infusion should be clearly labeled with the following elements:",,,
S032,T2_id_text_changed,21.8,appendix 2 ct pediatric color coded medication reference/protocol/-#21,Appendix 2:   CT Pediatric Color Coded Medication Reference,protocol,-,"Infusion 2 drops 17 mEq Proparacaine Sodium Bicarbonate Tetracaine 2 drops 0.4-2 micrograms/min 0.6 mg 4 mg 200 mg 80 mg/hr 2 drops 8 mEq 2 drops 0.7-3.3 micrograms/min 0.975 mg 4 mg 325 mg 130 mg/hr 2 drops 13 mEq 2 drops 0.9-4.3 micrograms/min 1.275 mg 4 mg 425 mg 210 mg/hr 0.4-2 micrograms/min 6.5 micrograms 0.9-4.3 micrograms/min 1 tube Vital Signs Heart Rate:   120-125 Respirations: 24-48 BP Systolic:  85 (+/-25) Equipment Cuffed ET Tube: 3.0 Uncuffed ET Tube: 3.5 Blade Size: 1 Defibrillation Defibrillation:   10 J, 20 J, 30 J, 50 J Cardioversion: 2 J,  5 J Normal Saline    130 ml Appendix 2 Green (3-4 yrs) Yellow (19-35 Months) Length 84.5-97.5 cm Length 97.5-110 cm 74-84.5 cm Length Purple (11-18 Months) CT Pediatric Color Coded Medication Reference Weight 10-11 Kg (Avg 10.5 Kg) Vital Signs Heart Rate:   115-120 Respirations: 22-30 BP Systolic:  96 (+/-30) Equipment Cuffed ET Tube: 3.5 Uncuffed ET Tube: 4.0 Blade Size: 1 Defibrillation Defibrillation:   20 J, 40 J, 60 J, 80 J Cardioversion: 5 J, 10 J Normal Saline    210 ml Acetaminophen 157.5 mg Adenosine: 1st Dose- 1.05 mg Repeat Dose- 2.1 mg Albuterol 2.5 mg 52.5 mg 0.17 mg 0.52 mg 210 mg 50 ml 1.05 mg 10.5 mg Amiodarone Atropine- Bradycardia",1.0,appendix 2 ct pediatric color coded medication reference/protocol/-#21,"Infusion 2 drops 17 mEq Proparacaine Sodium Bicarbonate Tetracaine 2 drops 0.4-2 micrograms/min 0.6 mg 4 mg 200 mg 80 mg/hr 2 drops 8 mEq 2 drops 0.7-3.3 micrograms/min 0.975 mg 4 mg 325 mg 130 mg/hr 2 drops 13 mEq 2 drops 0.9-4.3 micrograms/min 1.275 mg 4 mg 425 mg 210 mg/hr 0.4-2 micrograms/min 6.5 micrograms 0.9-4.3 micrograms/min 1 tube Vital Signs Heart Rate:   120-125 Respirations: 24-48 BP Systolic:  85 (+/-25) Equipment Cuffed ET Tube: 3.0 Uncuffed ET Tube: 3.5 Blade Size: 1 Defibrillation Defibrillation:   10 J, 20 J, 30 J, 50 J Cardioversion: 2 J,  5 J Normal Saline    130 ml Droperidol HOLD Droperidol HOLD Droperidol HOLD Appendix 2 Green (3-4 yrs) Yellow (19-35 Months) Length 84.5-97.5 cm Length 97.5-110 cm 74-84.5 cm Length Purple (11-18 Months) CT Pediatric Color Coded Medication Reference Weight 10-11 Kg (Avg 10.5 Kg) Vital Signs Heart Rate:   115-120 Respirations: 22-30 BP Systolic:  96 (+/-30) Equipment Cuffed ET Tube: 3.5 Uncuffed ET Tube: 4.0 Blade Size: 1 Defibrillation Defibrillation:   20 J, 40 J, 60 J, 80 J Cardioversion: 5 J, 10 J Normal Saline    210 ml Acetaminophen 157.5 mg Adenosine: 1st Dose- 1.05 mg Repeat Dose- 2.1 mg Albuterol 2.5 mg 52.5 mg 0.17 mg 0.52 mg 210 mg 50 ml 1.05 mg 10.5 mg Amiodarone Atropine- Bradycardia",,,
S033,T2_id_text_changed,21.8,allergic reaction/anaphylaxis - adult/protocol/o#8,Allergic Reaction/Anaphylaxis - Adult,protocol,o,"May alternately administer epinephrine 0.3 mg via syringe if Sponsor Hospital trained, authorized and approved Routine Patient Care. For anaphylaxis, administer:",1.0,allergic reaction/anaphylaxis - adult/protocol/o#8,"EMT an above may alternately administer epinephrine 0.3 mg via syringe if Sponsor Hospital trained, authorized and approved Routine Patient Care. For anaphylaxis, administer:",,,
S034,T2_id_text_changed,21.8,appendix 1 ct adult medication reference/protocol/•#22,Appendix 1:   CT Adult Medication Reference,protocol,•,"2 mg IV/IO, may repeat once in 5 minutes Traumatic Brain Injury",1.0,appendix 1 ct adult medication reference/protocol/•#22,Known penicillin or cefazolin allergy Life threats not yet addressed Patient contact duration too short,,,
S035,T2_id_text_changed,21.8,new transcutaneous pacing - adult and pediatric/protocol/7,NEW Transcutaneous Pacing - Adult and Pediatric,protocol,7,"Confirm improved perfusion by assessing for resolution of symptoms, increased mental status, blood pressure and ETCO2. Note: In an intubated patient, ETCO2 <20mmHg may indicate inadequate perfusion/lack of effective mechanical capture. 6.19 Contraindication Hypothermia with a core temperature < 86 deg F Examples of NO electrical capture Intermittent capture Examples of electrical capture MAY NOT BE altered or modified without prior approval. PEARLS: For most patients, less than 50mA produces minimal discomfort but an output of 50-100 mA is usually required to achieve capture. Consider the hemodynamic effects of medications and patient BP when considering sedation or analgesia. Higher mA setting will produce more skeletal muscle contraction and larger post-impulse deflection/artifact on the EKG. Assure effective communication and coordination during transition to the Emergency Department to avoid unintended cessation of pacing.   The hospital's transcutaneous pacer device should usually attached to the patient and prepared to take over pacing prior the EMS pacer being stopped or disconnected. It is safe to touch the patient's skin while transcutaneously pacing. 6.19 Transcutaneous Pacing - Adult and Pediatric",1.0,new transcutaneous pacing - adult and pediatric/protocol/7,"Confirm improved perfusion by assessing for resolution of symptoms, increased mental status, blood pressure and ETCO2. Note: In an intubated patient, ETCO2 <20 mmHg may indicate inadequate perfusion/lack of effective mechanical capture. 6.19 Contraindication Hypothermia with a core temperature < 86 deg F Examples of NO electrical capture Intermittent capture Examples of electrical capture MAY NOT BE altered or modified without prior approval. PEARLS: For most patients, less than 50 mA produces minimal discomfort but an output of 50-100 mA is usually required to achieve capture. Consider the hemodynamic effects of medications and patient BP when considering sedation or analgesia. Higher mA setting will produce more skeletal muscle contraction and larger post-impulse deflection/artifact on the EKG. Assure effective communication and coordination during transition to the Emergency Department to avoid unintended cessation of pacing.   The hospital's transcutaneous pacer device should usually attached to the patient and prepared to take over pacing prior the EMS pacer being stopped or disconnected. It is safe to touch the patient's skin while transcutaneously pacing. 6.19 Transcutaneous Pacing - Adult and Pediatric",,,
S036,T2_id_text_changed,21.8,appendix 1 ct adult medication reference/protocol/•#33,Appendix 1:   CT Adult Medication Reference,protocol,•,"Use with caution in known home medication use of anti-arrhythmic, Parkinson’s medications, or methadone Nausea/Vomiting",1.0,appendix 1 ct adult medication reference/protocol/•#33,"5 mg IM, may repeat once in 20 minutes Seizure",,,
S037,T2_id_text_changed,21.8,appendix 1 ct adult medication reference/protocol/•#98,Appendix 1:   CT Adult Medication Reference,protocol,•,2 - 4 mg IN OR through the use of auto-injector.,1.0,appendix 1 ct adult medication reference/protocol/•#98,2 grams in 100ml NS given IV/IO over 10 minutes. Seizures Appendix 1 CT Adult Medication Reference  Metoclopramide (Reglan) Anti-emetic Indications: Nausea and/or vomiting (anti-emetic) Migraine (diagnosed history and symptoms consistent with previous migraines) Contraindications: Allergy Nausea/Vomiting,,,
S038,T2_id_text_changed,21.8,appendix 1 ct adult medication reference/protocol/•#13,Appendix 1:   CT Adult Medication Reference,protocol,•,5 mg IV/IO(then 2.5 mg every 5 minutes to a total of 20 mg) Nerve Agent,1.0,appendix 1 ct adult medication reference/protocol/•#13,COWS 5+ Buprenorphine Indications: Contraindications:,,,
S039,T2_id_text_changed,21.8,appendix 1 ct adult medication reference/protocol/•#91,Appendix 1:   CT Adult Medication Reference,protocol,•,"If >39 kg, 10 mg IM (preferred route) every 10 minutes or 5 mg IV/IO/IN every 5 minutes",1.0,appendix 1 ct adult medication reference/protocol/•#91,"1 mg IV/IO, may repeat once in 5 minutes OR",,,
S040,T2_id_text_changed,21.8,appendix 1 ct adult medication reference/protocol/•#32,Appendix 1:   CT Adult Medication Reference,protocol,•,"Avoid use in patients who are already on psychotropic medications which may precipitate serotonin syndrome, malignant hyperthermia or prolong QTc",1.0,appendix 1 ct adult medication reference/protocol/•#32,"2 mg IV/IO, may repeat once in 5 minutes, OR",,,
S041,T2_id_text_changed,21.8,adult/protocol/•#19,Adult,protocol,•,Placement of an advanced airway during cardiac arrest should not interrupt chest compressions. PARAMEDIC STANDING ORDERS - ADULT 3.2A MAY NOT BE altered or modified without prior approval.,1.0,adult/protocol/•#19,"Once advanced airway is placed, breaths should be administered 1 breath every 6 seconds.",,,
S042,T2_id_text_changed,21.8,cardiac arrest pediatric/protocol/•#17,Cardiac Arrest – Pediatric,protocol,•,"Except as indicated in this protocol, follow applicable AHA PALS and BLS guidelines MAY NOT BE altered or modified without prior approval. PARAMEDIC STANDING ORDERS - continued For Ventricular Fibrillation (VF)/Pulseless Ventricular Tachycardia (VT):",1.0,cardiac arrest pediatric/protocol/•#17,"Except as indicated in this protocol, follow applicable AHA/ARC PALS and BLS guidelines MAY NOT BE altered or modified without prior approval. PARAMEDIC STANDING ORDERS - continued For Ventricular Fibrillation (VF)/Pulseless Ventricular Tachycardia (VT):",,,
