sample_id,tier,sample_weight,old_item_id,old_guideline,old_section,old_marker_path,old_text,method_similarity,method_predicted_item_id,method_predicted_text,annotator_correspondence,annotator_relation,annotator_notes
S011,T1_id_exact,14.5238,fire and tactical ems rehabilitation/protocol/3#5,Fire and Tactical EMS Rehabilitation,protocol,3,Rest for 20 minutes,1.0,fire and tactical ems rehabilitation/protocol/3#5,Rest for 20 minutes,,,
S012,T1_id_exact,14.5238,air medical transport/protocol/3.b,Air Medical Transport,protocol,3.b,Persistent ventricular tachycardia (unstable),1.0,air medical transport/protocol/3.b,Persistent ventricular tachycardia (unstable),,,
S013,T1_id_exact,14.5238,hazardous material response by ems/protocol/1#3,Hazardous Material Response by EMS,protocol,1,Name of chemical(s).,1.0,hazardous material response by ems/protocol/1#3,Name of chemical(s).,,,
S014,T1_id_exact,14.5238,urban search and rescue usar medical specialist/protocol/170.020..5.b,Urban Search and Rescue (USAR) Medical Specialist,protocol,170.020..5.b,PALLOR of skin color,1.0,urban search and rescue usar medical specialist/protocol/170.020..5.b,PALLOR of skin color,,,
S015,T1_id_exact,14.5238,withholding and cessation of resuscitation/protocol/I.3.a,Withholding and Cessation of Resuscitation,protocol,I.3.a,Decapitation: severing of the vital structures of the head from the remainder of the patient’s body,1.0,withholding and cessation of resuscitation/protocol/I.3.a,Decapitation: severing of the vital structures of the head from the remainder of the patient’s body,,,
S016,T1_id_exact,14.5238,ventricular assist devices vads/protocol/4,Ventricular Assist Devices (VADs),protocol,4,"LISTEN: Listen over the VAD pump location to make sure you can hear it running. This will be just to the left of the epigastrium, immediately below the base of the heart. You should hear a low hum with a stethoscope if the pump is running. Don’t assume the pump is running just because the control unit looks OK. The patient and their family are experts on this device. Listen to what they have to say about any problems with the VAD.",1.0,ventricular assist devices vads/protocol/4,"LISTEN: Listen over the VAD pump location to make sure you can hear it running. This will be just to the left of the epigastrium, immediately below the base of the heart. You should hear a low hum with a stethoscope if the pump is running. Don’t assume the pump is running just because the control unit looks OK. The patient and their family are experts on this device. Listen to what they have to say about any problems with the VAD.",,,
S017,T1_id_exact,14.5238,medical orders for life sustaining treatment molst and comfort care/dnr/protocol/4.b.i,Medical Orders for Life Sustaining Treatment (MOLST) and Comfort Care/DNR,protocol,4.b.i,"additional interventions a patient has indicated be given on the MOLST form, including intubation with ventilation or non-invasive ventilation such as CPAP.",1.0,medical orders for life sustaining treatment molst and comfort care/dnr/protocol/4.b.i,"additional interventions a patient has indicated be given on the MOLST form, including intubation with ventilation or non-invasive ventilation such as CPAP.",,,
S018,T1_id_exact,14.5238,fire and tactical ems rehabilitation/protocol/1#5,Fire and Tactical EMS Rehabilitation,protocol,1,"Implement active cooling/warming (warm blankets, cool towels, etc.)",1.0,fire and tactical ems rehabilitation/protocol/1#5,"Implement active cooling/warming (warm blankets, cool towels, etc.)",,,
S019,T1_id_exact,14.5238,fire and tactical ems rehabilitation/protocol/4#5,Fire and Tactical EMS Rehabilitation,protocol,4,Reassess vital signs and condition every 5 minutes,1.0,fire and tactical ems rehabilitation/protocol/4#5,Reassess vital signs and condition every 5 minutes,,,
S020,T1_id_exact,14.5238,needle cricothyrotomy/protocol/8,Needle Cricothyrotomy,protocol,8,"Carefully insert the needle through the lower half of the cricothyroid membrane, aspirating as the needle is advanced.",1.0,needle cricothyrotomy/protocol/8,"Carefully insert the needle through the lower half of the cricothyroid membrane, aspirating as the needle is advanced.",,,
S021,T1_id_exact,14.5238,urban search and rescue usar medical specialist/protocol/170.020..5.c,Urban Search and Rescue (USAR) Medical Specialist,protocol,170.020..5.c,PARESTHESIAS,1.0,urban search and rescue usar medical specialist/protocol/170.020..5.c,PARESTHESIAS,,,
S022,T2_id_text_changed,3.1,withholding and cessation of resuscitation/protocol/I.2#2,Withholding and Cessation of Resuscitation,protocol,I.2,"EMTs certified at the Paramedic level only may cease resuscitative efforts, if properly training and authorized by your AHMD as per Protocol 6.10 Withholding and Cessation of Resuscitation by EMT Paramedic as a Medical Control Option. Special Considerations and Procedures: 1 a. If during transport, EMTs cease resuscitation of a patient in accordance with the requirements above, they shall continue to the closest appropriate hospital for pronouncement of death. This is always a special circumstance that is in the interest of public health and safety, and thus meets the requirements of 105 CMR 170.365. 1 b. During transports when resuscitative efforts have appropriately been ceased in accordance with the requirements above, EMTs must cover the person with a sheet, transport without the use of emergency vehicle audible and visual warning devices, and notify the receiving hospital in advance.",1.0,withholding and cessation of resuscitation/protocol/I.2#2,"Paramedics only may cease resuscitative efforts, if properly training and authorized by your AHMD as per Protocol 6.4 Withholding and Cessation of Resuscitation by EMT Paramedic as a Medical Control Option. Special Considerations and Procedures: 1 a. If during transport, EMTs cease resuscitation of a patient in accordance with the requirements above, they shall continue to the closest appropriate hospital for pronouncement of death. This is always a special circumstance that is in the interest of public health and safety, and thus meets the requirements of 105 CMR 170.365. 1 b. During transports when resuscitative efforts have appropriately been ceased in accordance with the requirements above, EMTs must cover the person with a sheet, transport without the use of emergency vehicle audible and visual warning devices, and notify the receiving hospital in advance.",,,
S023,T2_id_text_changed,3.1,urban search and rescue usar medical specialist/protocol/170.020.,Urban Search and Rescue (USAR) Medical Specialist,protocol,170.020.,"Such care will be provided in accordance with the Statewide Treatment Protocols (STP). These protocols supplement the STPs and shall be used only by Medical Specialists. Once a victim is removed from the inner perimeter of operations, a transition of care will be made to the local ambulance service for continued patient care and transport.  An exception may be made when a Medical Specialist’s training is needed to manage a specific illness/injury during transport. In this instance, a Medical Specialist should accompany the transporting EMS crew with the patient to the hospital and maintain any care and/or medications not covered by the STP(s). If during transport, the Medical Specialist encounters a significant conflict between these protocols and those of the transporting ambulance service, Medical Specialist should contact their AHMD and request a dual consult with the transporting ambulance service’s AHMD. If the Medical Specialist’s AHMD cannot be reached, standard online medical control consultation should be initiated. Protocol Continues P P Urban Search and Rescue (USAR) Medical Specialist STANDING/VERBAL MEDICAL ORDERS Given the medical complexity of most victims of a USAR scenario, it is the expectation that all patient care activity during USAR operations have real-time medical direction established with a USAR team physician or AHMD as soon as feasibly possible. Any other on-scene EMT providing care at a special operations incident shall function in accordance with the STP and service-specific protocols. These protocols are designed to provide supplemental guidance for patient care in the search and rescue environment. Unless otherwise specified, all medication doses have been presented in a weight-based format for use in both adult and pediatric patients. These guidelines represent the best practices drawn from current nationally accepted standards of care and evidence-based practice. Medicine is a constantly evolving practice and as such, guidelines cannot be developed for every possible clinical situation. These guidelines are NOT meant to replace good clinical judgment. Medical team members shall not act beyond their usual scope of practice (i.e. USAR or other service-specific protocols) unless trained or specifically approved to perform additional skills. TRAINING AND QUALITY ASSURANCE/IMPROVEMENT Given the low frequency, high risk nature of these cases, it is presumed that ALL cases requiring the use of these protocols will undergo QA/QI review by the USAR team physician or AHMD. Any deviations from these protocols will be reviewed by the AHMD and reviewed with the agency’s medical team members. It is also the expectation that as part of competency maintenance and participation as a Medical Specialist, a comprehensive training program by the AHMD and sponsoring agency will occur at least annually to include a review of these protocols. Protocol Continues TABLE OF CONTENTS",1.0,urban search and rescue usar medical specialist/protocol/170.020.,"Such care will be provided in accordance with the Statewide Treatment Protocols (STP). These protocols supplement the STPs and shall be used only by Medical Specialists. Once a victim is removed from the inner perimeter of operations, a transition of care will be made to the local ambulance service for continued patient care and transport.  An exception may be made when a Medical Specialist’s training is needed to manage a specific illness/injury during transport. In this instance, a Medical Specialist should accompany the transporting EMS crew with the patient to the hospital and maintain any care and/or medications not covered by the STP(s). If during transport, the Medical Specialist encounters a significant conflict between these protocols and those of the transporting ambulance service, Medical Specialist should contact their AHMD and request a dual consult with the transporting ambulance service’s AHMD. If the Medical Specialist’s AHMD cannot be reached, standard online medical control consultation should be initiated. P P Urban Search and Rescue (USAR) Medical Specialist STANDING/VERBAL MEDICAL ORDERS Given the medical complexity of most victims of a USAR scenario, it is the expectation that all patient care activity during USAR operations have real-time medical direction established with a USAR team physician or AHMD as soon as feasibly possible. Any other on-scene EMT providing care at a special operations incident shall function in accordance with the STP and service-specific protocols. These protocols are designed to provide supplemental guidance for patient care in the search and rescue environment. Unless otherwise specified, all medication doses have been presented in a weight-based format for use in both adult and pediatric patients. These guidelines represent the best practices drawn from current nationally accepted standards of care and evidence-based practice. Medicine is a constantly evolving practice and as such, guidelines cannot be developed for every possible clinical situation. These guidelines are NOT meant to replace good clinical judgment. Medical team members shall not act beyond their usual scope of practice (i.e. USAR or other service-specific protocols) unless trained or specifically approved to perform additional skills. TRAINING AND QUALITY ASSURANCE/IMPROVEMENT Given the low frequency, high risk nature of these cases, it is presumed that ALL cases requiring the use of these protocols will undergo QA/QI review by the USAR team physician or AHMD. Any deviations from these protocols will be reviewed by the AHMD and reviewed with the agency’s medical team members. It is also the expectation that as part of competency maintenance and participation as a Medical Specialist, a comprehensive training program by the AHMD and sponsoring agency will occur at least annually to include a review of these protocols. TABLE OF CONTENTS",,,
S024,T2_id_text_changed,3.1,interfacility transfer guidelines and protocols/protocol/2.a,Interfacility Transfer Guidelines and Protocols,protocol,2.a,"Ambulance services providing ALS IFT shall be required to have continuous quality assurance/quality improvement (CQI/QI) policies specific to ALS IFT in conjunction with both their affiliate hospital medical directors and their ambulance service medical directors, if any, and include at a minimum:  review of appropriateness of transfers, denials, and conformance with EMTALA regulations;  review of critical skills (e.g., intubations, cardiac arrest management, IV therapy), and other measures of system function as deemed appropriate by the Department;  steps for system improvement and individual remediation, available for Department review, of cases found to be deficient in critical interventions Patient ALS Transfer Procedure Once an ALS IFT has been deemed appropriate by the transferring ambulance service (see “Scope of Practice” above), paramedic staff, upon arrival at the transferring facility, will:  receive a report from the staff of the transferring facility  assess the patient; and  in cases where the patient’s care during the transfer exceeds the standing-order scope of practice for an EMT-Paramedic or is unstable or is likely to become unstable as defined previously (see “Scope of Practice” above) will provide a concise, complete and accurate patient report to an Medical Control physician, according to the EMS service’s and the Affiliate Hospital’s policies and procedures.  When EMS personnel have a concern regarding the safety of the patient being transferred, the Paramedic will contact an Medical Control physician for guidance. The report should include, at a minimum, the following information: a. Names of transferring and receiving facilities b. Patient’s diagnosis c. Reason(s) for transfer d. Brief history of present illness and any intervention(s) which has occurred to date e. Pertinent physical findings f. Vital signs g. Current medications and IV infusions h. Presence of or need for additional medical personnel IFT Protocols, Part A IFT Guidelines and Protocols Protocol Continues IFT Protocols, Part A IFT Guidelines and Protocols i. Anticipated problems during transport, if any j. Anticipated transport time; and k. Staffing configuration of the transporting ambulance NOTE:  Complete copies of all pertinent medical records, including X-Rays, CT Scans, consultative notes and ECGs, as available, must accompany the patient to the receiving facility either electronically or in-hand. When necessary, the Medical Control physician and paramedic will discuss with the sending physician the orders for maintenance of existing and/or addition of new therapies according to the needs of the patient, within the scope of existing treatment protocols and EMT scope of practice.  The Medical Control physician will be responsible for all actions/interventions initiated by the EMS personnel during transport unless the referring physician accompanies the patient. If the sending physician is unavailable, or the patient is unstable, the Medical Control physician may recommend to the sending facility additional therapies prior to the transfer of the patient in the interest of patient safety and quality care. In some situations, consistent with the intent of EMTALA, the transfer of a patient not stabilized for transport may be preferable to keeping that patient at a facility incapable of providing stabilizing care.  If the transferring facility cannot provide appropriate medical care or appropriately trained and experienced personnel to accompany the patient, alternative means of transfer, including a CCT- licensed ambulance service, must be utilized.  The use of a local primary ambulance service is strongly discouraged in such a situation.  All such responses must be reported by the ambulance service to the Department’s Division of Health Care Facility Licensure and Certification for review.  It is ultimately the responsibility of the sending physician and Medical Control physician to determine the appropriate method of transferring any patient, including an unstable patient who needs interventions not otherwise available. NOTE: An ambulance service may not unilaterally change the level of staffing and care provided. While the service may offer to send a lower level of ambulance staffed in accordance with this Protocol, if a sending physician ultimately requests a paramedic unit, the service must either provide a paramedic unit (or dispatch time frame) or state explicitly that they are unable to do so. When a facility sends its own staff with the patient during transfer (additional medical personnel) and the patient’s condition deteriorates during transport, EMS personnel must contact the Medical Control physician for appropriate intervention orders and notify the receiving facility of the change in patient status. If the accompanying staff is an RN s/he will maintain patient care responsibility, functioning within his/her scope of practice and under the orders of the sending physician.  The paramedic and the RN will work collaboratively in the provision of patient care.  If the patient’s condition deteriorates during transport, the paramedic may assume full responsibility in conjunction with their Medical Control physician for care that exceeds the RN’s scope of practice and/or the transferring physician’s medical orders.  Prior to transfer with an RN, the paramedic will contact the Medical Control physician to discuss the sending physicians orders and rationale. If the accompanying staff includes a physician from the transferring facility, that physician shall be in charge of patient care.  Prior to transfer, the paramedic will contact the Medical Control physician to coordinate patient care between the sending physician accompanying the patient, the Medical Control Physician and the paramedic.  Clear lines of command and responsibility shall be established prior to transport. Protocol Continues IFT Protocols, Part A IFT Guidelines and Protocols Interstate ALS IFT: During interstate IFTs, paramedics must obtain Medical Control through the normal channels of the ambulance service for which they are working.  Appropriate provisions for re- contacting the Medical Control Physician during transport, if necessary, should be made prior to departure from the sending facility. If a transfer originates out of state and no contact with a Medical Control Physician is possible, the transfer should be made at the BLS level only with appropriate additional personnel provided by the sending facility. Part A1 – Medical Director Option (MDO) for ALS IFT Staffing: Advanced EMTs (AEMT) may be specifically trained under the supervision of their ambulance service’s Affiliate Hospital Medical Director (AHMD) to add the following skills for IFT use only:",1.0,interfacility transfer guidelines and protocols/protocol/2.a,"Ambulance services providing ALS IFT shall be required to have continuous quality assurance/quality improvement (CQI/QI) policies specific to ALS IFT in conjunction with both their affiliate hospital medical directors and their ambulance service medical directors, if any, and include at a minimum: • review of appropriateness of transfers, denials, and conformance with EMTALA regulations; • review of critical skills (e.g., intubations, cardiac arrest management, IV therapy), and other measures of system function as deemed appropriate by the Department; • steps for system improvement and individual remediation, available for Department review, of cases found to be deficient in critical interventions Patient ALS Transfer Procedure Once an ALS IFT has been deemed appropriate by the transferring ambulance service (see “Scope of Practice” above), paramedic staff, upon arrival at the transferring facility, will: • receive a report from the staff of the transferring facility • assess the patient; and • in cases where the patient’s care during the transfer exceeds the standing-order scope of practice for an EMT-Paramedic or is unstable or is likely to become unstable as defined previously (see “Scope of Practice” above) will provide a concise, complete and accurate patient report to an Medical Control physician, according to the EMS service’s and the Affiliate Hospital’s policies and procedures.  When EMS personnel have a concern regarding the safety of the patient being transferred, the Paramedic will contact an Medical Control physician for guidance. The report should include, at a minimum, the following information:",,,
S025,T2_id_text_changed,3.1,urban search and rescue usar medical specialist/protocol/170.020..17,Urban Search and Rescue (USAR) Medical Specialist,protocol,170.020..17,Re-assess the medical care plan with the AHMD and rescue team leader as appropriate. Protocol Continues Urban Search and Rescue (USAR) Medical Specialist P Crush Injury/Crush Syndrome Management,1.0,urban search and rescue usar medical specialist/protocol/170.020..17,Re-assess the medical care plan with the AHMD and rescue team leader as appropriate. Urban Search and Rescue (USAR) Medical Specialist P Crush Injury/Crush Syndrome Management,,,
S026,T2_id_text_changed,3.1,urban search and rescue usar medical specialist/protocol/170.020..1#4,Urban Search and Rescue (USAR) Medical Specialist,protocol,170.020..1,"Control any life-threatening hemorrhage with direct pressure, hemostatic dressing or tourniquet placement, assess distal CSM function and splint any obvious deformities.",1.0,urban search and rescue usar medical specialist/protocol/170.020..1#4,"Control any life-threatening hemorrhage with tourniquets, direct pressure, hemostatic dressing and, assess distal CSM function and splint any obvious deformities.",,,
S027,T2_id_text_changed,3.1,surgical cricothyrotomy/protocol/6#2,Surgical Cricothyrotomy,protocol,6,Continuing Education for Difficult Airway and Surgical Cricothyrotomy Program: A refresher training program for this specific skill must be conducted at minimum every six months and must have a hands-on practical component-adding simulations well as trachea cannulations.  The Affiliate Hospital Medical Director or designee must then sign off on each Paramedic’s continuation in the program. 100% Continuing Quality Improvement (CQI) must be performed on all intubations and cricothyrotomies.,1.0,surgical cricothyrotomy/protocol/6#2,Continuing Education for Difficult Airway and Surgical Cricothyrotomy Program: A refresher training program for this specific skill must be conducted at minimum every six months and must have a hands-on practical component-adding simulations as well as trachea cannulations.  The Affiliate Hospital Medical Director or designee must then sign off on each Paramedic’s continuation in the program. 100% Continuing Quality Improvement (CQI) must be performed on all intubations and cricothyrotomies.,,,
S028,T2_id_text_changed,3.1,hazardous material response by ems/protocol/4#2,Hazardous Material Response by EMS,protocol,4,"Determine the number of patients and activate MCI protocols if indicated. CAUTION: Your safety is the first priority at a hazardous materials (HazMat) response incident. DO NOT PROCEED beyond the staging area or the designated cold zone unless directed to do so by the incident commander, fire department officer in charge (OIC) or HazMat response team and only after donning proper personal protective equipment (PPE.) NOTE:  Exposure is when the patient is in the vicinity of a hazardous substance but does not have the hazardous substance on them of has ingested it. Contamination is defined as the patient has the hazardous substance on them or has ingested it. Hazardous Materials Response by EMS NOTE:  * HazMat material identification – Obtain this information only when safe to do so.  Name and proper spelling of material, obtained from the official documentation such as the Safety Data Sheet (SDS), Bill of Lading, Waybill, or other documentation;  Emergency Response Guide ID #(4 digits) or Chemical Abstracts Substances (CAS) number;  Department of Transportation (DOT) classification on placard;  Bystanders , technicians, or employees at the incident location;  Physical description of the material such as color, and/or odor. EMT Basic, Advanced EMT and Paramedic Procedure Summary EMS is not typically first on a HazMat incident. However, encountering hazardous substances are becoming increasingly more frequent without prior identification on initial 9-1-1 calls by the call taker or dispatcher. EMTs at all levels of certification must maintain a high level of awareness when responding to all medical calls. If a hazardous substance is detected, notify the appropriate authorities through your communication system. EMS must also be familiar with the incident command system (ICS) and their local HazMat response and maintain an appropriate level of training in HazMat incidents. CAUTION: Special attention by EMS must be given to placards and notices discovered on scene, especially those scenes that do not come in as a HazMat incident. If a chemical suicide is suspected, and toxins may be present, a notice or placard of some type possibly hand written by the patient may be present. Do not attempt to rescue the patient without proper PPE. NOTE:  Treatment should take place only when clinically appropriate (not dangerous to do so) and by providers in appropriate PPE.  Decontamination begins with the removal of outer layers of clothing which will remove up to 80% of contaminants.  The method of decontamination will be determined appropriately by trained personnel and may include copious amounts of water (ex. Opposing low pressure hose streams.)  CAUTION: Special considerations by EMS must be given to pediatric and elderly patients, especially during decontamination given their vulnerability to hypothermia.  Afford all patient going through decontamination the ability to get warm afterwards and proper privacy when possible. RECORD PATIENT EXPOSURE AND TREAMENT INFORMATION",1.0,hazardous material response by ems/protocol/4#2,"Determine the number of patients and activate MCI protocols if indicated. CAUTION: The EMS provider’s safety is the first priority at a hazardous materials (HazMat) response incident. DO NOT PROCEED beyond the staging area or the designated cold zone unless directed to do so by the incident commander, fire department officer in charge (OIC) or HazMat response team and only after donning proper personal protective equipment (PPE.) NOTE:  Exposure is when the patient is in the vicinity of a hazardous substance but does not have the hazardous substance on them of has ingested it. Contamination is defined as the patient has the hazardous substance on them or has ingested it. Hazardous Materials Response by EMS NOTE:  * HazMat material identification – Obtain this information only when safe to do so. • Name and proper spelling of material, obtained from the official documentation such as the Safety Data Sheet (SDS), Bill of Lading, Waybill, or other documentation; • Emergency Response Guide ID #(4 digits) or Chemical Abstracts Substances (CAS) number; • Department of Transportation (DOT) classification on placard; • Bystanders , technicians, or employees at the incident location; • Physical description of the material such as color, and/or odor. EMT Basic, Advanced EMT and Paramedic Procedure Summary EMS is not typically first on a HazMat incident. However, encountering hazardous substances are becoming increasingly more frequent without prior identification on initial 9-1-1 calls by the call taker or dispatcher. EMTs at all levels of certification must maintain a high level of awareness when responding to all medical calls. If a hazardous substance is detected, notify the appropriate authorities through your communication system. EMS must also be familiar with the incident command system (ICS) and their local HazMat response and maintain an appropriate level of training in HazMat incidents. CAUTION: Special attention by EMS must be given to placards and notices discovered on scene, especially those scenes that do not come in as a HazMat incident. If a chemical suicide is suspected, and toxins may be present, a notice or placard of some type possibly hand written by the patient may be present. Do not attempt to rescue the patient without proper PPE. NOTE: • Treatment should take place only when clinically appropriate (not dangerous to do so) and by providers in appropriate PPE. • Decontamination begins with the removal of outer layers of clothing which will remove up to 80% of contaminants. • The method of decontamination will be determined appropriately by trained personnel and may include copious amounts of water (ex. Opposing low pressure hose streams.) • CAUTION: Special considerations by EMS must be given to pediatric and elderly patients, especially during decontamination given their vulnerability to hypothermia. Afford all patients going through decontamination the ability to get warm afterwards and proper privacy when possible. RECORD PATIENT EXPOSURE AND TREAMENT INFORMATION",,,
