sample_id,tier,sample_weight,old_item_id,old_guideline,old_section,old_marker_path,old_text,method_similarity,method_predicted_item_id,method_predicted_text,annotator_correspondence,annotator_relation,annotator_notes
S023,T1_id_exact,12.2258,urban search and rescue usar medical specialist/protocol/170.020..5.e,Urban Search and Rescue (USAR) Medical Specialist,protocol,170.020..5.e,PULSELESSNESS (This is often a late sign.  The presence of a distal pulse does not rule out compartment syndrome),1.0,urban search and rescue usar medical specialist/protocol/170.020..5.e,PULSELESSNESS (This is often a late sign.  The presence of a distal pulse does not rule out compartment syndrome),,,
S024,T1_id_exact,12.2258,surgical cricothyrotomy/protocol/2#2,Surgical Cricothyrotomy,protocol,2,Initial training and AHMD oversight.,1.0,surgical cricothyrotomy/protocol/2#2,Initial training and AHMD oversight.,,,
S025,T1_id_exact,12.2258,needle cricothyrotomy/protocol/6,Needle Cricothyrotomy,protocol,6,"Puncture the skin midline with the needle attached to a syringe, directly over the cricothyroid membrane (i.e., mid-sagittal).",1.0,needle cricothyrotomy/protocol/6,"Puncture the skin midline with the needle attached to a syringe, directly over the cricothyroid membrane (i.e., mid-sagittal).",,,
S026,T1_id_exact,12.2258,12 lead ecg acquisition and transmission by basic and/or aemts/protocol/4,12 Lead ECG Acquisition and Transmission by Basic and/or AEMTs,protocol,4,"Prep chest as necessary, (e.g. hair removal, skin prep pads).",1.0,12 lead ecg acquisition and transmission by basic and/or aemts/protocol/4,"Prep chest as necessary, (e.g. hair removal, skin prep pads).",,,
S027,T1_id_exact,12.2258,low titer type o whole blood ltowb/protocol/•#7,Low Titer Type O+ Whole Blood (LTOWB),protocol,•,"If patient continues to meet criteria for transfusion after first unit, may transfuse a second unit.",1.0,low titer type o whole blood ltowb/protocol/•#7,"If patient continues to meet criteria for transfusion after first unit, may transfuse a second unit.",,,
S028,T1_id_exact,12.2258,refusal of medical care and transportation/protocol/3,Refusal of Medical Care and Transportation,protocol,3,"Informed Refusal: A patient must be fully informed about his or her medical condition, the risks and benefits associated with the proposed treatment and the risks associated with refusing care. Patients who meet criteria in this Protocol shall be allowed to make decisions regarding their medical care, including refusal of evaluation, treatment, or transport. These criteria include:",1.0,refusal of medical care and transportation/protocol/3,"Informed Refusal: A patient must be fully informed about his or her medical condition, the risks and benefits associated with the proposed treatment and the risks associated with refusing care. Patients who meet criteria in this Protocol shall be allowed to make decisions regarding their medical care, including refusal of evaluation, treatment, or transport. These criteria include:",,,
S029,T1_id_exact,12.2258,fire and tactical ems rehabilitation/protocol/1#5,Fire and Tactical EMS Rehabilitation,protocol,1,"Implement active cooling/warming (warm blankets, cool towels, etc.)",1.0,fire and tactical ems rehabilitation/protocol/1#5,"Implement active cooling/warming (warm blankets, cool towels, etc.)",,,
S030,T1_id_exact,12.2258,spinal column/cord injuries adult & pediatric/protocol/9,Spinal Column/Cord Injuries – Adult & Pediatric,protocol,9,Secure cross stretcher straps and over-the-shoulder belts firmly.,1.0,spinal column/cord injuries adult & pediatric/protocol/9,Secure cross stretcher straps and over-the-shoulder belts firmly.,,,
S031,T1_id_exact,12.2258,allergic reaction/anaphylaxis pediatric/protocol/1.b,Allergic Reaction/Anaphylaxis – Pediatric,protocol,1.b,Decreased SBP or evidence of end-organ hypoperfusion,1.0,allergic reaction/anaphylaxis pediatric/protocol/1.b,Decreased SBP or evidence of end-organ hypoperfusion,,,
S032,T2_id_text_changed,3.8182,low titer type o whole blood ltowb/protocol/•#5,Low Titer Type O+ Whole Blood (LTOWB),protocol,•,"Administer 1 Unit of LTOWB or PRBC at a wide open rate with a pressure bag. Once the blood is infused, flush line with normal saline to a maximum of 250ml.",1.0,low titer type o whole blood ltowb/protocol/•#5,"Administer 1 Unit (500ml) of LTOWB or 1 Unit (350ml) PRBC at a wide open rate with a pressure bag. Once the blood is infused, flush line with normal saline to a maximum of 250ml.",,,
S033,T2_id_text_changed,3.8182,sepsis pediatric/protocol/•#6,Sepsis – Pediatric,protocol,•,"Do not delay transport • IV/IO fluids should be titrated to attain normal capillary refill, peripheral pulses, and level of consciousness. • Administer fluid boluses of 20 mL/kg of 0.9% NaCl by syringe push method: • Reassess patient immediately after completion of bolus and repeat 2 times (max 60 mL/kg) if inadequate response to boluses. • NOTE: Reassessment of patient after boluses should include assessment of improving clinical signs and signs of volume overload (rales, increased work of breathing, or increased oxygen requirements). • If there is no response after 3 fluid boluses, contact Medical Control to consider additional options. P A • Epinephrine infusion - 0.1 mcg/kg/min IV/IO by infusion pump only,mixed based on your formulary/pump library. Titrate to maintain perfusion with a max dose of 1 mcg/kg/min. • Additional fluid boluses PEARLS: • To stabilize blood pressure-titrate infusions to maintain perfusion. • Blood pressure can be assessed by using this formula: 70 + age in years x 2. • Sepsis is a systemic inflammatory response due to infection.  Frequent causes of septic shock include urinary, respiratory, or gastrointestinal infections and complications from catheters and feeding tubes.  Patient who are immuno-compromised are also susceptible to sepsis. • Septic shock has a high mortality and is one of the leading causes of pediatric deaths. • Aggressive IV therapy and early antibiotic significantly reduce death. 2.17P               Sepsis - Pediatric MEDICAL CONTROL OPTIONS IDENTIFICATION OF POSSIBLE SEPTIC SHOCK • Suspected infection – YES • Evidence of sepsis criteria-YES (2 or more): • Temperature less than 96.8 °F or greater than 100.4 °F • Heart Rate greater than normal limit for age (heart rate may not be elevated in septic hypothermic patients) AND at least one of the following indications of altered organ function • Altered mental status (decreased, irritable, confused) • Capillary refill time < 1 second(flash) or > 3 seconds • Mottled cool extremities • Decreased urine output • NOTE: Consider early consultation with Medical Control for suspected pediatric septic shock patients.",1.0,sepsis pediatric/protocol/•#6,"Do not delay transport • IV/IO fluids should be titrated to attain normal capillary refill, peripheral pulses, and level of consciousness. • Administer fluid boluses of 20 mL/kg of 0.9% NaCl by syringe push method: • Reassess patient immediately after completion of bolus and repeat 2 times (max 60 mL/kg) if inadequate response to boluses. • NOTE: Reassessment of patient after boluses should include assessment of improving clinical signs and signs of volume overload (rales, increased work of breathing, or increased oxygen requirements). • If there is no response after 3 fluid boluses, contact Medical Control to consider additional options. P A • Epinephrine infusion - 0.1 mcg/kg/min IV/IO by infusion pump only,mixed based on your formulary/pump library. Titrate to maintain perfusion with a max dose of 1 mcg/kg/min. • Additional fluid boluses PEARLS: • To stabilize blood pressure-titrate infusions to maintain perfusion. • Blood pressure can be assessed by using this formula: 70 + age in years x 2. • Sepsis is a systemic inflammatory response due to infection.  Frequent causes of septic shock include urinary, respiratory, or gastrointestinal infections and complications from catheters and feeding tubes.  Patient who are immuno-compromised are also susceptible to sepsis. • Septic shock has a high mortality and is one of the leading causes of pediatric deaths. • Aggressive IV therapy and early antibiotic significantly reduce death. Sepsis – Pediatric               2.17P MEDICAL CONTROL OPTIONS IDENTIFICATION OF POSSIBLE SEPTIC SHOCK • Suspected infection – YES • Evidence of sepsis criteria-YES (2 or more): • Temperature less than 96.8 °F or greater than 100.4 °F • Heart Rate greater than normal limit for age (heart rate may not be elevated in septic hypothermic patients) AND at least one of the following indications of altered organ function • Altered mental status (decreased, irritable, confused) • Capillary refill time < 1 second(flash) or > 3 seconds • Mottled cool extremities • Decreased urine output • NOTE: Consider early consultation with Medical Control for suspected pediatric septic shock patients.",,,
S034,T2_id_text_changed,3.8182,allergic reaction/anaphylaxis pediatric/protocol/3,Allergic Reaction/Anaphylaxis – Pediatric,protocol,3,"Decreased BP after exposure to a known allergen for that patient • 1.0 Routine Patient Care • In anaphylaxis, if patient is over 6 months of age and under 25 kg, administer epinephrine 0.15 mg via IM auto-injector.  If body weight is over 25 kg, administer epinephrine 0.3 mg via auto-injector IM. • Consider administering hydrocortisone  2 mg/kg to max. 100 mg IV/IO/IM, or methylprednisolone 2 mg/kg to max. 125 mg IV/IO/IM FIRST RESPONDER Allergic Reaction/Anaphylaxis Pediatric FR CAUTION: For patients under 12 years old, the airway is in most cases best managed with a BVM or SGA. In some cases, intubation may be preferred. This is at the discretion of the treating paramedic. • FRs, EMTs, Advanced EMTs and Paramedics must consult with Medical Control prior to administration of epinephrine when a patient is under 6-months of age. P MEDICAL CONTROL MAY ORDER PARAMEDIC STANDING ORDERS EMT/ADVANCED EMT STANDING ORDERS A E Severe Distress • If available, administer epinephrine / surfactant nasal preparation; For patients < 30 kg,1-spray of the 1mg nasal preparation; For the pediatric patient greater than 30 kg, 1-spray of the 2mg nasal preparation, as per manufacturer’s instructions. • If the first dose of epinephrine is via nasal spray, and does not significantly improve anaphylaxis symptoms within 5 minutes, the second epinephrine dose MUST BE via IM injection. • Administer a dose of IM epinephrine, either first or second dose, by auto injector or check and inject, 0.15 mg IM. A subsequent epinephrine dose may be administered in 5 minutes if signs and symptoms persist (to a total of 3 doses.) • In the presence of respiratory distress, administer Albuterol, up to 3 doses; If age is less than 2 years, 1.25 mg by nebulizer If age is 2 years or greater, 2.5-3 mg by nebulizer / MEDICAL CONTROL MAY ORDER Mild Distress • Diphenhydramine 1 mg/kg for patients 2 years or older up to max. single dose of 50 mg, preferably by liquid measured dose, if age appropriate by oral tablets dose. • Additional doses of above medications. • Epinephrine infusion 0.1-1 mcg/kg/min IV/IO, administration by infusion pump ONLY,mixed based on your formulary/pump library.",1.0,allergic reaction/anaphylaxis pediatric/protocol/3,"Decreased BP after exposure to a known allergen for that patient • 1.0 Routine Patient Care Severe Distress • If available, administer epinephrine / surfactant nasal preparation; For patients 15kg to less than 30kg, 1 spray of the 1mg nasal preparation. For patients ≥ 30kg, 1 spray of the 2mg preparation. • If the first dose of nasal epinephrine does not significantly improve anaphylaxis symptoms, the second epinephrine dose must be via IM autoinjector. • If the nasal preparation is not available, administer a dose of IM epinephrine, either first dose or second dose, by auto injector, up to a total of 3 doses. For patients over 6 months of age and under 25 kg, administer epinephrine 0.15 mg. For patients with body weight over 25 kg, administer epinephrine 0.3 mg. • If available and not already administered, consider IV cetirizine. (Same as PO dosing) • Consider administering hydrocortisone  2 mg/kg to max. 100 mg IV/IO/IM, or methylprednisolone 2 mg/kg to max. 125 mg IV/IO/IM FIRST RESPONDER Allergic Reaction/Anaphylaxis Pediatric FR CAUTION: For patients under 12 years old, the airway is in most cases best managed with a BVM or SGA. In some cases, intubation may be preferred. This is at the discretion of the treating paramedic. • For patients under 6-months of age, FRs, EMTs, and Advanced EMTs must consult with Medical Control prior to administration of IM epinephrine. P MEDICAL CONTROL MAY ORDER PARAMEDIC STANDING ORDERS EMT/ADVANCED EMT STANDING ORDERS A E / Mild Distress • If available, administer cetirizine, - PO/ODT For infants ≥ 6 months and children < 2 years, 2.5mg one dose; For children 2-5 years, 2.5mg one dose; For children 5-11 years, 5mg one dose; For ages 12 years and above,10mg. Severe Distress • If signs and symptoms of anaphylaxis persist, administer epinephrine by autoinjector or check and inject, 0.3mg IM (0.3ml of a 1mg/ml solution.) to a total of 3 doses. • In the presence of respiratory distress, administer albuterol by nebulizer, up to 3 doses; If age is less than 2 years, 1.25mg by nebulizer. If age is 2 years or greater, 2.5 mg by nebulizer. • For patients under 6-months of age, consult Medical Control prior to the administration of IM epinephrine. • Additional doses of above medication. • Epinephrine infusion 0.1-1 mcg/kg/min IV/IO, administration by infusion pump ONLY, mixed based on your formulary/pump library. MEDICAL CONTROL MAY ORDER",,,
S035,T2_id_text_changed,3.8182,interfacility transfer guidelines and protocols/protocol/2.•#3,Interfacility Transfer Guidelines and Protocols,protocol,2.•,"If labetalol has been initiated by sending facility; Increase by 2 mg/minute every 10 minutes (to a maximum of 8 mg/minute) until systolic blood pressure is less than 180 mm Hg and/or diastolic blood pressure is less than 105 mm Hg Discontinue drip and contact Medical Control for instructions if the reduction in MAP is greater than 30% of initial BP or SBP < 140 mm Hg, DBP < 80, or heart rate < 60 bpm",1.0,interfacility transfer guidelines and protocols/protocol/2.•#3,How to load and safely eject the administration set into pump.,,,
S036,T2_id_text_changed,3.8182,pain and nausea management adult & pediatric/protocol/•#5,Pain and Nausea Management – Adult & Pediatric,protocol,•,Ketamine 0.15 mg/kg IV/IO SLOWLY-may repeat dose one time in 15 minutes or 0.3 mg/kg IM/IN-may repeat IM/IN dose one time in 20 minutes.,1.0,pain and nausea management adult & pediatric/protocol/•#5,"For patients requiring electrical therapy (cardioversion or pacing) see Protocol 7.6 Sedation and Analgesia for Electrical Therapy-Adult, consider ketamine. Pain & Nausea Management Adult & Pediatric • 1.0 Routine Patient Care • Ibuprofen 600 mg by liquid or oral tablets/capsules • Acetaminophen 650-1000 mg by liquid or oral tablets/capsules EMT STANDING ORDERS PARAMEDIC STANDING ORDERS: PEDIATRIC",,,
S037,T2_id_text_changed,3.8182,medical orders for life sustaining treatment molst and comfort care/dnr/protocol/4.a,Medical Orders for Life Sustaining Treatment (MOLST) and Comfort Care/DNR,protocol,4.a,"If the patient is in full respiratory or cardiac arrest, the EMS personnel shall not resuscitate, which means:",1.0,medical orders for life sustaining treatment molst and comfort care/dnr/protocol/4.a,"If the patient is in full respiratory or cardiac arrest, the EMS personnel shall not resuscitate, which means: i. do not initiate CPR, ii. do not insert an oropharyngeal airway (OPA),",,,
