sample_id,tier,sample_weight,old_item_id,old_guideline,old_section,old_marker_path,old_text,method_similarity,method_predicted_item_id,method_predicted_text,annotator_correspondence,annotator_relation,annotator_notes
S011,T1_id_exact,64.8125,cardiac arrest pediatric/protocol/•#9,Cardiac Arrest – Pediatric,protocol,•,"Monitor quantitative waveform capnography, throughout resuscitation to assess and monitor airway placement, CPR quality, and to monitor for signs of Return of Spontaneous Circulation (ROSC).",1.0,cardiac arrest pediatric/protocol/•#9,"Monitor quantitative waveform capnography, throughout resuscitation to assess and monitor airway placement, CPR quality, and to monitor for signs of Return of Spontaneous Circulation (ROSC).",,,
S012,T1_id_exact,64.8125,airway management pediatric/protocol/o#5,Airway Management Pediatric,protocol,o,"Administer oxygen for oxygen saturation < 94% or shortness of breath; observe for fatigue, decreased mentation, and respiratory failure.",1.0,airway management pediatric/protocol/o#5,"Administer oxygen for oxygen saturation < 94% or shortness of breath; observe for fatigue, decreased mentation, and respiratory failure.",,,
S013,T1_id_exact,64.8125,cpap/protocol/12.o,CPAP,protocol,12.o,"Midazolam 0.05 mg/kg (max. 2.5 mg) IV/IO, may repeat once in 5 minutes or; 0.1 mg/kg (max. 5 mg) IM/IN*, may repeat once in 10 minutes OR",1.0,cpap/protocol/12.o,"Midazolam 0.05 mg/kg (max. 2.5 mg) IV/IO, may repeat once in 5 minutes or; 0.1 mg/kg (max. 5 mg) IM/IN*, may repeat once in 10 minutes OR",,,
S014,T1_id_exact,64.8125,hemorrhage control/protocol/•#6,Hemorrhage Control,protocol,•,"Apply junctional tourniquet if available, trained and, if bleeding site is amenable",1.0,hemorrhage control/protocol/•#6,"Apply junctional tourniquet if available, trained and, if bleeding site is amenable",,,
S015,T1_id_exact,64.8125,ventilator/protocol/o.•#4,Ventilator,protocol,o.•,"Dislodgement of ventilator tubing or even the patient's tracheostomy occurs most commonly during transfer of a patient.  Ensure adequate communication during patient movement, and assign a provider to control the ventilator tubing during movement.",1.0,ventilator/protocol/o.•#4,"Dislodgement of ventilator tubing or even the patient's tracheostomy occurs most commonly during transfer of a patient.  Ensure adequate communication during patient movement, and assign a provider to control the ventilator tubing during movement.",,,
S016,T1_id_exact,64.8125,central line access/protocol/10.•#20,Central Line Access,protocol,10.•,"For patients present or residing in a healthcare facility, or being transferred a DNR order written by a physician or APRN (as of 10/01/2016*) at a nursing home, hospital, or other healthcare facility issued in accordance with the healthcare facility’s policies and procedures can be accepted by the EMS provider. NOTE: A patient’s healthcare agent under an Advanced Health Care Directive form may NOT direct EMS providers to withhold resuscitation in the absence of a valid DNR Order without Direct Medical Oversight. Orders from Other States",1.0,central line access/protocol/10.•#20,"For patients present or residing in a healthcare facility, or being transferred a DNR order written by a physician or APRN (as of 10/01/2016*) at a nursing home, hospital, or other healthcare facility issued in accordance with the healthcare facility’s policies and procedures can be accepted by the EMS provider. NOTE: A patient’s healthcare agent under an Advanced Health Care Directive form may NOT direct EMS providers to withhold resuscitation in the absence of a valid DNR Order without Direct Medical Oversight. Orders from Other States",,,
S017,T2_id_text_changed,30.7273,appendix 1 ct adult medication reference/protocol/•#103,Appendix 1:   CT Adult Medication Reference,protocol,•,2.5 mg IV/IO/IN may repeat once in 5 minutes OR,1.0,appendix 1 ct adult medication reference/protocol/•#103,A smooth muscle relaxer used in refractory respiratory distress resistant to beta-agonists.,,,
S018,T2_id_text_changed,30.7273,appendix 2 ct pediatric color coded medication reference/protocol/-#21,Appendix 2:   CT Pediatric Color Coded Medication Reference,protocol,-,"Infusion 2 drops 17 mEq Proparacaine Sodium Bicarbonate Tetracaine 2 drops 0.4-2 micrograms/min 0.6 mg 4 mg 200 mg 80 mg/hr 2 drops 8 mEq 2 drops 0.7-3.3 micrograms/min 0.975 mg 4 mg 325 mg 130 mg/hr 2 drops 13 mEq 2 drops 0.9-4.3 micrograms/min 1.275 mg 4 mg 425 mg 210 mg/hr 0.4-2 micrograms/min 6.5 micrograms 0.9-4.3 micrograms/min 1 tube Vital Signs Heart Rate:   120-125 Respirations: 24-48 BP Systolic:  85 (+/-25) Equipment Cuffed ET Tube: 3.0 Uncuffed ET Tube: 3.5 Blade Size: 1 Defibrillation Defibrillation:   10 J, 20 J, 30 J, 50 J Cardioversion: 2 J,  5 J Normal Saline    130 ml Droperidol HOLD Droperidol HOLD Droperidol HOLD Appendix 2 Green (3-4 yrs) Yellow (19-35 Months) Length 84.5-97.5 cm Length 97.5-110 cm 74-84.5 cm Length Purple (11-18 Months) CT Pediatric Color Coded Medication Reference Weight 10-11 Kg (Avg 10.5 Kg) Vital Signs Heart Rate:   115-120 Respirations: 22-30 BP Systolic:  96 (+/-30) Equipment Cuffed ET Tube: 3.5 Uncuffed ET Tube: 4.0 Blade Size: 1 Defibrillation Defibrillation:   20 J, 40 J, 60 J, 80 J Cardioversion: 5 J, 10 J Normal Saline    210 ml Acetaminophen 157.5 mg Adenosine: 1st Dose- 1.05 mg Repeat Dose- 2.1 mg Albuterol 2.5 mg 52.5 mg 0.17 mg 0.52 mg 210 mg 50 ml 1.05 mg 10.5 mg Amiodarone Atropine- Bradycardia",1.0,appendix 2 ct pediatric color coded medication reference/protocol/-#21,"Organophosphate Poison Calcium Chloride Calcium Gluconate Dextrose 10% Diazepam (IV/IO) Diphenhydramine Droperidol Epinephrine 0.1mg/ml (1:10000) Epinephrine 1mg/ml (1:1000) Nebulized Epinephrine 1mg/ml (1:1000) IM Epinephrine Infusion Fentanyl Gl Glucagon Glucose Oral Hydrocortisone Hydroxocobalamin Ibuprofen HOLD 43 mL 32.5 mg 0.13 mg 0.32 mg 130 mg 35 ml .65 mg 6.5 mg 0.065 mg 5 mg 0.065 mg 0.7-3.3 0.5 mg 1 tube 13 mg See Protocol HOLD 6.5 micrograms HOLD 390 mg micrograms/min Appendix 2 White (3-4 yrs) Yellow (19-35 Months) Length 84.5-97.5 cm Length 97.5-110 cm 74-84.5 cm Length Purple (11-18 Months) CT Pediatric Color Coded Medication Reference Weight 10-11 Kg (Avg 10.5 Kg) Vital Signs Heart Rate:   115-120 Respirations: 22-30 BP Systolic:  96 (+/-30) Equipment Cuffed ET Tube: 3.5 Uncuffed ET Tube: 4.0 Blade Size: 1 Defibrillation Defibrillation:   20 J, 40 J, 60 J, 80 J Cardioversion: 5 J, 10 J Normal Saline    210 ml Acetaminophen 157.5 mg Adenosine: 1st Dose- 1.05 mg Repeat Dose- 2.1 mg Albuterol 2.5 mg 52.5 mg 0.17 mg 0.52 mg 210 mg 50 ml 1.05 mg 10.5 mg 0.105 mg 5 mg 0.105 mg 10.5 micrograms 0.5 mg 1 tube 21 mg See Protocol Epinephrine 0.1mg/ml (1:10000) Epinephrine 1mg/ml (1:1000) Nebulized Epinephrine 1mg/ml (1:1000) IM Epinephrine Infusion Fentanyl Glucagon Glucose Oral Hydrocortisone Hydroxocobalamin Ibuprofen 100 mg Ipratropium w/ albuterol 500 micrograms Levalbuterol                     0.63mg Lidocaine: 10.5 mg 5.25 mg 1.05 mg 420 mg",,,
S019,T2_id_text_changed,30.7273,poisoning/overdose/substance use disorder adult/protocol/o.•,Poisoning/Overdose/Substance Use Disorder – Adult,protocol,o.•,Call as soon as patient care is turned over.,1.0,poisoning/overdose/substance use disorder adult/protocol/o.•,This procedure may only be performed by Paramedic providers whom have completed buprenorphine administration training approved by their Sponsor Hospital.,,,
S020,T2_id_text_changed,30.7273,allergic reaction/anaphylaxis - adult/protocol/o,Allergic Reaction/Anaphylaxis - Adult,protocol,o,Adult epinephrine autoinjector (preferred) OR,1.0,allergic reaction/anaphylaxis - adult/protocol/o,"Diphenhydramine 25 – 50 mg IV/IO/IM. For anaphylaxis, administer:",,,
S021,T2_id_text_changed,30.7273,appendix 1 ct adult medication reference/protocol/•#21,Appendix 1:   CT Adult Medication Reference,protocol,•,2 gm IV/IO over 5 minutes; May repeat once after 5 minutes. Appendix 1 CT Adult Medication Reference Open extremity fracture (indicated by visible bone) Amputation proximal to the hand or foot Major soft tissue injury Contraindications:,1.0,appendix 1 ct adult medication reference/protocol/•#21,3 gm IV/IO over 5 minutes; May repeat once after 5 minutes. Appendix 1 CT Adult Medication Reference Open extremity fracture (indicated by visible bone) Amputation proximal to the hand or foot Major soft tissue injury Contraindications:,,,
S022,T2_id_text_changed,30.7273,poisoning/overdose/substance use disorder adult/protocol/o.•#23,Poisoning/Overdose/Substance Use Disorder – Adult,protocol,o.•,Pulse oximetry may NOT be accurate for patients suffering from toxic inhalation.,1.0,poisoning/overdose/substance use disorder adult/protocol/o.•#23,"For opioid OD, consider harm reduction education and/or leaving a naloxone overdose prevention kit (See Naloxone Leave Behind 6.9). PEARLS MAY NOT BE altered or modified without prior approval.",,,
S023,T2_id_text_changed,30.7273,allergic reaction/anaphylaxis - adult/protocol/o#5,Allergic Reaction/Anaphylaxis - Adult,protocol,o,"If the patient presents with hives consider Famotidine (Pepcid) 20 mg IV/IO. For anaphylaxis refractory, after 3 or more doses of IM epinephrine, (e.g. persistent hemodynamic compromise, bronchospasm), consider:",1.0,allergic reaction/anaphylaxis - adult/protocol/o#5,Adult epinephrine autoinjector (EpiPen) 0.3 mg IM in the lateral thigh.,,,
S024,T2_id_text_changed,30.7273,appendix 2 ct pediatric color coded medication reference/protocol/-#16,Appendix 2:   CT Pediatric Color Coded Medication Reference,protocol,-,Cardiac Arrest,1.0,appendix 2 ct pediatric color coded medication reference/protocol/-#16,Torsades 425 mg 17.0 mg 0.85 mg 0.85 mg 0.85 mg Methylprednisolone Midazolam Morphine Sulfate Naloxone Norepinephrine Ondansetron - IV/IO,,,
S025,T2_id_text_changed,30.7273,hypothermia environmental adult & pediatric/protocol/o#7,Hypothermia (Environmental) – Adult & Pediatric,protocol,o,"Defibrillation as indicated. ADVANCED EMT - ADULT ONLY PEARLS: Patients with severe frost bite injury may benefit from urgent treatment with IV TPA at a burn center. Most digital thermometers will not read below 35°C (95°F). Hypothermic patients are often significantly dehydrated, and may require repeat fluid boluses. Transportation with continuing CPR may be justified if hypothermia is present or suspected. Patients with Stage III or IV hypothermia may benefit from treatment at a facility capable of ExtraCorporeal Membrane Oxygenation (ECMO) or CardioPulmonary Bypass (CPB). MAY NOT BE altered or modified without prior approval. Warm IV normal saline 38°C - 42°C (101.4°F – 107.6°F) should be used. PARAMEDIC STANDING ORDERS – ADULT & PEDIATRIC EMT STANDING ORDERS - ADULT & PEDIATRIC 2.13 STAGES OF HYPOTHERMIA STAGE I: STAGE II: STAGE III: STAGE IV: Conscious, shivering Impaired consciousness, not shivering Unconscious, not shivering, vital signs present No vital signs Core Temp 35° - 32°C <32° - 28°C <28- 24°C <24°C Treatment Warm environment and clothing, warm sweet drinks, and active movement (if possible). Cardiac monitoring, minimal and cautious movements to avoid arrhythmias , horizontal position and immobilization, full-body insulation, active external and minimally invasive re-warming techniques (warm environment; chemical, electrical, or forced- air heating packs or blankets; warm parenteral fluids). Stage II management plus airway management as required; ECMO or CPB in cases with cardiac instability that is refractory to medical management. Stage II and III management plus CPR and up to three doses of epinephrine (at an intravenous or intraosseous dose of 1 mg) and defibrillation, with further dosing guided by clinical response; re- warming with ECMO or CPB (if available) or CPR with active external and alternative internal re-warming.",1.0,hypothermia environmental adult & pediatric/protocol/o#7,Defibrillation as indicated. ADVANCED EMT - ADULT ONLY MAY NOT BE altered or modified without prior approval. Warm IV normal saline 38°C - 42°C (101.4°F – 107.6°F) should be used. PARAMEDIC STANDING ORDERS – ADULT & PEDIATRIC EMT STANDING ORDERS - ADULT & PEDIATRIC 2.13 Localized Injuries,,,
S026,T2_id_text_changed,30.7273,appendix 1 ct adult medication reference/protocol/•#57,Appendix 1:   CT Adult Medication Reference,protocol,•,"May be given in conjunction with a benzodiazepine 0.1 mg/ml Epinephrine (1:10,000) Cardiac Arrest  1 mg IV.  Repeat every 3 – 5 minutes. (Amidate) Etomidate Indications: Sedative used in Rapid Sequence Intubation. Rapid Sequence Intubation",1.0,appendix 1 ct adult medication reference/protocol/•#57,0.625 – 1.25 mg slow IV push over 1-2 minutes or IM,,,
S027,T2_id_text_changed,30.7273,appendix 1 ct adult medication reference/protocol/•#18,Appendix 1:   CT Adult Medication Reference,protocol,•,Methadone use within 10days Poisoning/Overdose 2.20A,1.0,appendix 1 ct adult medication reference/protocol/•#18,Methadone use within 10 days Poisoning/Overdose 2.20A,,,
S028,T3_renumbered,2.6,routine patient care/protocol/o.•#8,Routine Patient Care,protocol,o.•,The destination hospital and mode of transport are determined by the pre-hospital provider with the highest medical level providing patient care; or as determined in accordance with Connecticut General Statutes section 19a-180d.,1.0,routine patient care/protocol/•#48,The destination hospital and mode of transport are determined by the pre-hospital provider with the highest medical level providing patient care; or as determined in accordance with Connecticut General Statutes section 19a-180d.,,,
S029,T3_renumbered,2.6,routine patient care/protocol/o.•#13,Routine Patient Care,protocol,o.•,"Obtain chief complaint, history of present illness, and prior medical history.",1.0,routine patient care/protocol/•#9,"Obtain chief complaint, history of present illness, and prior medical history.",,,
S030,T3_renumbered,2.6,routine patient care/protocol/o.•#5,Routine Patient Care,protocol,o.•,Assess level of consciousness appropriate for age; use Glasgow Coma Scale for trauma.,1.0,routine patient care/protocol/•#37,Assess level of consciousness appropriate for age; use Glasgow Coma Scale for trauma.,,,
S031,T3_renumbered,2.6,routine patient care/protocol/o.•#11,Routine Patient Care,protocol,o.•,Lights and sirens should be justified by the need for immediate medical intervention that is beyond the capabilities of the ambulance crew using available supplies and equipment. Use of lights and sirens should be documented on the patient care report. Exceptions can be made under extraordinary circumstances.,1.0,routine patient care/protocol/•#51,Lights and sirens should be justified by the need for immediate medical intervention that is beyond the capabilities of the ambulance crew using available supplies and equipment. Use of lights and sirens should be documented on the patient care report. Exceptions can be made under extraordinary circumstances.,,,
S032,T3_renumbered,2.6,routine emr patient care/protocol/o.•#2,Routine EMR Patient Care,protocol,o.•,"Symptoms include increased respiratory rate, sniffing position, nasal flaring, abnormal breath sounds, head bobbing, intercostal retractions, mild tachycardia.",1.0,routine emr patient care/protocol/•#49,"Symptoms include increased respiratory rate, sniffing position, nasal flaring, abnormal breath sounds, head bobbing, intercostal retractions, mild tachycardia.",,,
S033,T3_renumbered,2.6,routine patient care/protocol/o#17,Routine Patient Care,protocol,o,"Universal precautions, scene safety, environmental hazards assessment, number of patients, need for additional resources, and bystander safety.",1.0,routine patient care/protocol/•#4,"Universal precautions, scene safety, environmental hazards assessment, number of patients, need for additional resources, and bystander safety.",,,
S034,T3_renumbered,2.6,routine patient care/protocol/o.•,Routine Patient Care,protocol,o.•,Patient Name,1.0,routine patient care/protocol/•#33,Patient Name,,,
S035,T3_renumbered,2.6,routine patient care/protocol/o.•#3,Routine Patient Care,protocol,o.•,Medication Name/Dosage/Concentration,1.0,routine patient care/protocol/•#35,Medication Name/Dosage/Concentration,,,
S036,T3_renumbered,2.6,routine emr patient care/protocol/o#13,Routine EMR Patient Care,protocol,o,General Impression.,1.0,routine emr patient care/protocol/•#17,General Impression.,,,
S037,T3_renumbered,2.6,routine patient care/protocol/o.•#6,Routine Patient Care,protocol,o.•,"Spinal Motion Restriction by collaring patient, placing flat on cot and securing, if indicated by Spinal Injury Protocol 4.6.",1.0,routine patient care/protocol/•#38,"Spinal Motion Restriction by collaring patient, placing flat on cot and securing, if indicated by Spinal Injury Protocol 4.6.",,,
S038,T4_reworded,1.0,routine patient care/protocol/o.•#4,Routine Patient Care,protocol,o.•,Name of paramedic preparing infusion bag MAY NOT BE altered or modified without prior approval.,0.7647,routine patient care/protocol/•#36,Name of paramedic preparing infusion bag Disability AssessmentT BE altered or modified without prior approval.,,,
S039,T4_reworded,1.0,routine patient care/protocol/o.•#7,Routine Patient Care,protocol,o.•,"In general, pediatric patients should not be transported in a passenger safety seat if a cervical/spinal injury is suspected. See Pediatric Transport Protocol 6.11. Transport Decision:",0.8077,routine patient care/protocol/•#39,"In general, pediatric patients should not be transported in a passenger safety seat if a cervical/spinal injury is suspected. See Pediatric Transport Protocol 6.11. Major Multiple System Trauma",,,
S040,T4_reworded,1.0,routine patient care/protocol/o#16,Routine Patient Care,protocol,o,Determine if DNR Protocol applies - see Do Not Resuscitate Orders 6.7 & MOLST,0.8,routine patient care/protocol/•#14,Determine if DNR Protocol applies - see Do Not Resuscitate Orders 6.7 & MOLST Massive external hemorrhage:,,,
S041,T5_moved,5.9,acute coronary syndrome adult/protocol/•#19,Acute Coronary Syndrome – Adult,protocol,•,"Once advanced airway is placed, breaths should be administered 1 breath every 6 seconds.",1.0,adult/protocol/•#20,"Once advanced airway is placed, breaths should be administered 1 breath every 6 seconds.",,,
S042,T5_moved,5.9,acute coronary syndrome adult/protocol/•#21,Acute Coronary Syndrome – Adult,protocol,•,Consider tension pneumothorax and if suspected treat with needle decompression. See Needle Thoracostomy Protocol 6.10,1.0,adult/protocol/•#22,Consider tension pneumothorax and if suspected treat with needle decompression. See Needle Thoracostomy Protocol 6.10,,,
S043,T5_moved,5.9,adult/protocol/o.•#7,Adult,protocol,o.•,Pralidoxime 1800 mg IM Severe If ANY of the following are present: Strange/confused behavior; severe difficulty breathing/copious airway secretions; severe muscle twitching; involuntary urination/defecation; convulsions; loss of consciousness; respiratory arrest. If at any time after the first dose the patient develops any additional symptoms or if symptoms worsen. Worsening If TWO (2) or more of the following are present: Blurred vision/miosis; excessive lacrimation; excessive nasal secretions; increased salivation; chest tightness/dyspnea; tremors/twitching; nausea/vomiting; wheezing/coughing respiratory secretions; acute stomach cramps; tachycardia; bradycardia. Mild MAY NOT BE altered or modified without prior approval.,1.0,nausea/vomiting adult & pediatric/protocol/o.•#8,Pralidoxime 1800 mg IM Severe If ANY of the following are present: Strange/confused behavior; severe difficulty breathing/copious airway secretions; severe muscle twitching; involuntary urination/defecation; convulsions; loss of consciousness; respiratory arrest. If at any time after the first dose the patient develops any additional symptoms or if symptoms worsen. Worsening If TWO (2) or more of the following are present: Blurred vision/miosis; excessive lacrimation; excessive nasal secretions; increased salivation; chest tightness/dyspnea; tremors/twitching; nausea/vomiting; wheezing/coughing respiratory secretions; acute stomach cramps; tachycardia; bradycardia. Mild MAY NOT BE altered or modified without prior approval.,,,
S044,T5_moved,5.9,acute coronary syndrome adult/protocol/•#3,Acute Coronary Syndrome – Adult,protocol,•,Perform 2-minute cycles of high-performance CPR.,1.0,adult/protocol/•#3,Perform 2-minute cycles of high-performance CPR.,,,
S045,T5_moved,5.9,acute coronary syndrome adult/protocol/•#42,Acute Coronary Syndrome – Adult,protocol,•,Administers medications per protocol POSITION #6 - Code Commander (Outside CPR triangle): Ideally highest level provider,1.0,adult/protocol/•#43,Administers medications per protocol POSITION #6 - Code Commander (Outside CPR triangle): Ideally highest level provider,,,
S046,T5_moved,5.9,acute coronary syndrome adult/protocol/•#43,Acute Coronary Syndrome – Adult,protocol,•,Communicates/interfaces with CPR Team Leader,1.0,adult/protocol/•#44,Communicates/interfaces with CPR Team Leader,,,
S047,T5_moved,5.9,acute coronary syndrome adult/protocol/•.o#9,Acute Coronary Syndrome – Adult,protocol,•.o,Performing chest compressions while AED is charging,1.0,adult/protocol/•.o#9,Performing chest compressions while AED is charging,,,
S048,T5_moved,5.9,acute coronary syndrome adult/protocol/•#7,Acute Coronary Syndrome – Adult,protocol,•,BLS Airway - 30 compressions: 2 breaths. 2 person BVM strongly preferred,1.0,adult/protocol/•#7,BLS Airway - 30 compressions: 2 breaths. 2 person BVM strongly preferred,,,
S049,T5_moved,5.9,acute coronary syndrome adult/protocol/•#45,Acute Coronary Syndrome – Adult,protocol,•,Communicates with family/loved ones,1.0,adult/protocol/•#46,Communicates with family/loved ones,,,
S050,T5_moved,5.9,acute coronary syndrome adult/protocol/•#38,Acute Coronary Syndrome – Adult,protocol,•,"Calls for rhythm analysis every 2 minutes, immediate shock if indicated",1.0,adult/protocol/•#39,"Calls for rhythm analysis every 2 minutes, immediate shock if indicated",,,
S051,T6_unmatched_old,8.9,routine emr patient care/protocol/o#29,Routine EMR Patient Care,protocol,o,Nerve Agent Autoinjectors - see Nerve Agent/Organophosphate Poisoning Protocol – Adult 2.15A or Nerve Agent/Organophosphate Poisoning Protocol – Pediatric 2.15P.,1.0,NONE,,,,
S052,T6_unmatched_old,8.9,adult/protocol/o.•#2,Adult,protocol,o.•,Pralidoxime 600 mg IM,1.0,NONE,,,,
S053,T6_unmatched_old,8.9,routine emr patient care/protocol/o.•#3,Routine EMR Patient Care,protocol,o.•,"Hallmarks of respiratory failure are respiratory rate less than 20 breaths per minute for children <6 years old; less than 12 breaths per minute for children <16 years old; and >60 breaths per minutes for any child; cyanosis, marked tachycardia or bradycardia, poor peripheral perfusion, decreased muscle tone, and depressed mental status. Respiratory distress in children and infants must be promptly recognized and aggressively treated as patient may decompensate quickly. When a child tires and is unable to maintain adequate oxygenation, respiratory failure occurs and may lead to cardiac arrest. Adult Child Infant 12 – 20 breaths per minute 12 – 20 breaths per minute 20 – 30 breaths per minute Bag-Valve Ventilation Rates*",1.0,NONE,,,,
S054,T6_unmatched_old,8.9,routine patient care/protocol/o#8,Routine Patient Care,protocol,o,"If breathing is adequate, administer oxygen as needed to maintain O2 saturation of 94% to 99% (≥90% for COPD patients) Both skin signs and pulse oximetry are important in assessing potential hypoxia.",1.0,NONE,,,,
S055,T6_unmatched_old,8.9,routine emr patient care/protocol/o#20,Routine EMR Patient Care,protocol,o,CPR – Cardiopulmonary Resuscitation,1.0,NONE,,,,
S056,T6_unmatched_old,8.9,central line access/protocol/4.•#23,Central Line Access,protocol,4.•,"It is not appropriate to transport children, even in a child restraint system, on the side facing multi-occupant bench seat or side facing seats located in the rear of ground ambulances.",1.0,NONE,,,,
S057,T6_unmatched_old,8.9,routine emr patient care/protocol/o#21,Routine EMR Patient Care,protocol,o,Defibrillation – AED Advanced Life Support Intercept: MAY NOT BE altered or modified without prior approval. EMR Scope of Practice (Continued): Other Skills,1.0,NONE,,,,
S058,T6_unmatched_old,8.9,routine emr patient care/protocol/o#23,Routine EMR Patient Care,protocol,o,Childbirth - see Obstetrical Emergencies Protocol 2.18.,1.0,NONE,,,,
S059,T6_unmatched_old,8.9,routine patient care/protocol/o.•#20,Routine Patient Care,protocol,o.•,Stabilize impaled objects. Do not remove an impaled object unless it interferes with CPR or your ability to maintain the patient’s airway.,1.0,NONE,,,,
S060,T6_unmatched_old,8.9,adult/protocol/o.•#4,Adult,protocol,o.•,Atropine 4 mg IM,1.0,NONE,,,,
